Fecha;Region Hidrologica;Nombre Río;Aportes Caudal m3/s;Aportes Energía kWh;Aportes %
12/02/2016;CENTRO;BOGOTA N.R.;1.220;485,300.000;0.1466163142
12/02/2016;CENTRO;EL QUIMBO;175.220;7,131,700.000;1.1320158730
12/02/2016;CENTRO;PRADO;13.730;162,000.000;0.2571428571
12/02/2016;CENTRO;SOGAMOSO;127.648;3,997,000.000;0.6334389857
12/02/2016;ORIENTE;BATA;6.900;1,161,200.000;0.4858577406
12/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
12/02/2016;ORIENTE;GUAVIO;12.670;2,962,700.000;0.6468777293
12/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3,412,400.000;0.5965734266
12/02/2016;VALLE;ALTOANCHICAYA;39.240;4,179,200.000;1.0168369830
12/02/2016;VALLE;CALIMA;2.720;122,200.000;0.2841860465
12/02/2016;VALLE;CAUCA SALVAJINA;27.680;659,500.000;0.1900576369
12/02/2016;VALLE;DIGUA;16.690;213,100.000;0.7348275862
12/02/2016;VALLE;FLORIDA II;6.200;124,000.000;0.8266666667
13/02/2016;ANTIOQUIA;A. SAN LORENZO;11.283;2,576,900.000;0.5052745098
13/02/2016;ANTIOQUIA;CONCEPCION;1.907;526,500.000;0.4050000000
13/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5.544;1,530,600.000;0.8055789474
13/02/2016;ANTIOQUIA;DESV. MANSO;1.555;75,000.000;0.1500000000
13/02/2016;ANTIOQUIA;GRANDE;8.578;2,711,700.000;0.3964473684
13/02/2016;ANTIOQUIA;GUADALUPE;12.545;3,463,600.000;0.9924355301
13/02/2016;ANTIOQUIA;GUATAPE;7.913;1,332,900.000;0.3733613445
13/02/2016;ANTIOQUIA;MIEL I;27.734;1,337,400.000;0.3343500000
13/02/2016;ANTIOQUIA;NARE;14.409;5,064,000.000;0.4346781116
13/02/2016;ANTIOQUIA;PORCE II;37.769;4,906,400.000;0.7400301659
13/02/2016;ANTIOQUIA;PORCE III;4.213;321,700.000;0.2573600000
13/02/2016;ANTIOQUIA;SAN CARLOS;9.432;1,238,100.000;0.6129207921
13/02/2016;ANTIOQUIA;TENCHE;5.319;1,468,500.000;1.8356250000
13/02/2016;CARIBE;SINU URRA;87.420;939,500.000;0.7011194030
13/02/2016;CENTRO;AMOYA;10.502;1,225,200.000;0.7516564417
13/02/2016;CENTRO;BETANIA CP;45.470;680,500.000;0.3135944700
13/02/2016;CENTRO;BOGOTA N.R.;0.000;;
13/02/2016;CENTRO;EL QUIMBO;101.600;4,135,300.000;0.6563968254
13/02/2016;CENTRO;PRADO;2.900;34,200.000;0.0542857143
13/02/2016;CENTRO;SOGAMOSO;134.079;4,198,400.000;0.6653565769
13/02/2016;ORIENTE;BATA;6.540;1,100,700.000;0.4605439331
13/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
13/02/2016;ORIENTE;GUAVIO;13.280;3,105,400.000;0.6780349345
13/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2,890,600.000;0.5053496503
13/02/2016;VALLE;ALTOANCHICAYA;20.410;2,173,700.000;0.5288807786
13/02/2016;VALLE;CALIMA;2.720;122,200.000;0.2841860465
13/02/2016;VALLE;CAUCA SALVAJINA;22.260;530,400.000;0.1528530259
13/02/2016;VALLE;DIGUA;17.240;220,200.000;0.7593103448
13/02/2016;VALLE;FLORIDA II;5.240;104,800.000;0.6986666667
14/02/2016;ANTIOQUIA;A. SAN LORENZO;13.245;3,025,000.000;0.5931372549
14/02/2016;ANTIOQUIA;CONCEPCION;2.521;689,100.000;0.5300769231
14/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5.266;1,439,400.000;0.7575789474
14/02/2016;ANTIOQUIA;DESV. MANSO;6.870;331,300.000;0.6626000000
14/02/2016;ANTIOQUIA;GRANDE;11.638;3,650,200.000;0.5336549708
14/02/2016;ANTIOQUIA;GUADALUPE;15.234;4,164,100.000;1.1931518620
14/02/2016;ANTIOQUIA;GUATAPE;8.840;1,491,500.000;0.4177871148
14/02/2016;ANTIOQUIA;MIEL I;24.716;1,191,800.000;0.2979500000
14/02/2016;ANTIOQUIA;NARE;25.798;9,102,200.000;0.7813047210
14/02/2016;ANTIOQUIA;PORCE II;45.618;5,807,200.000;0.8758974359
14/02/2016;ANTIOQUIA;PORCE III;7.523;555,100.000;0.4440800000
14/02/2016;ANTIOQUIA;SAN CARLOS;9.348;1,227,100.000;0.6074752475
14/02/2016;ANTIOQUIA;TENCHE;4.156;1,136,000.000;1.4200000000
14/02/2016;CARIBE;SINU URRA;81.910;880,300.000;0.6569402985
14/02/2016;CENTRO;AMOYA;10.080;1,175,900.000;0.7214110429
14/02/2016;CENTRO;BETANIA CP;38.590;577,600.000;0.2661751152
14/02/2016;CENTRO;BOGOTA N.R.;0.000;;
14/02/2016;CENTRO;EL QUIMBO;60.400;2,458,400.000;0.3902222222
14/02/2016;CENTRO;PRADO;14.360;169,400.000;0.2688888889
14/02/2016;CENTRO;SOGAMOSO;140.852;4,410,500.000;0.6989698891
14/02/2016;ORIENTE;BATA;5.960;1,003,000.000;0.4196652720
14/02/2016;ORIENTE;CHUZA;0.000;;
14/02/2016;ORIENTE;GUAVIO;9.310;2,177,000.000;0.4753275109
14/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3,169,300.000;0.5540734266
14/02/2016;VALLE;ALTOANCHICAYA;17.330;1,845,700.000;0.4490754258
14/02/2016;VALLE;CALIMA;1.360;61,100.000;0.1420930233
14/02/2016;VALLE;CAUCA SALVAJINA;25.930;617,800.000;0.1780403458
14/02/2016;VALLE;DIGUA;16.820;214,800.000;0.7406896552
14/02/2016;VALLE;FLORIDA II;5.240;104,800.000;0.6986666667
15/02/2016;ANTIOQUIA;A. SAN LORENZO;12.427;2,838,200.000;0.5565098039
15/02/2016;ANTIOQUIA;CONCEPCION;1.988;543,400.000;0.4180000000
15/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4.074;1,113,600.000;0.5861052632
15/02/2016;ANTIOQUIA;DESV. MANSO;0.848;40,900.000;0.0818000000
15/02/2016;ANTIOQUIA;GRANDE;9.511;2,983,000.000;0.4361111111
15/02/2016;ANTIOQUIA;GUADALUPE;10.619;2,902,600.000;0.8316905444
15/02/2016;ANTIOQUIA;GUATAPE;23.686;3,996,200.000;1.1193837540
15/02/2016;ANTIOQUIA;MIEL I;22.585;1,089,100.000;0.2722750000
15/02/2016;ANTIOQUIA;NARE;15.396;5,432,100.000;0.4662746781
15/02/2016;ANTIOQUIA;PORCE II;38.608;4,914,800.000;0.7412971342
15/02/2016;ANTIOQUIA;PORCE III;10.505;775,100.000;0.6200800000
15/02/2016;ANTIOQUIA;SAN CARLOS;11.529;1,510,900.000;0.7479702970
15/02/2016;ANTIOQUIA;TENCHE;4.483;1,225,400.000;1.5317500000
15/02/2016;CARIBE;SINU URRA;82.100;882,300.000;0.6584328358
15/02/2016;CENTRO;AMOYA;9.774;1,140,300.000;0.6995705521
15/02/2016;CENTRO;BETANIA CP;42.870;641,600.000;0.2956682028
15/02/2016;CENTRO;BOGOTA N.R.;0.000;;
15/02/2016;CENTRO;EL QUIMBO;55.520;2,259,800.000;0.3586984127
15/02/2016;CENTRO;PRADO;12.470;147,100.000;0.2334920635
15/02/2016;CENTRO;SOGAMOSO;132.920;4,162,100.000;0.6596038035
15/02/2016;ORIENTE;BATA;6.070;1,021,600.000;0.4274476987
15/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
15/02/2016;ORIENTE;GUAVIO;10.910;2,551,200.000;0.5570305677
15/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2,877,700.000;0.5030944056
15/02/2016;VALLE;ALTOANCHICAYA;16.040;1,708,300.000;0.4156447689
15/02/2016;VALLE;CALIMA;0.850;38,200.000;0.0888372093
15/02/2016;VALLE;CAUCA SALVAJINA;21.240;506,100.000;0.1458501441
15/02/2016;VALLE;DIGUA;16.540;211,200.000;0.7282758621
15/02/2016;VALLE;FLORIDA II;5.240;104,800.000;0.6986666667
16/02/2016;ANTIOQUIA;A. SAN LORENZO;10.963;2,503,800.000;0.4909411765
16/02/2016;ANTIOQUIA;CONCEPCION;1.869;510,900.000;0.3930000000
16/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.837;1,048,800.000;0.5520000000
16/02/2016;ANTIOQUIA;DESV. MANSO;0.000;;
16/02/2016;ANTIOQUIA;GRANDE;8.882;2,785,800.000;0.4072807018
16/02/2016;ANTIOQUIA;GUADALUPE;6.553;1,791,200.000;0.5132378223
16/02/2016;ANTIOQUIA;GUATAPE;16.227;2,737,800.000;0.7668907563
16/02/2016;ANTIOQUIA;MIEL I;18.562;895,100.000;0.2237750000
16/02/2016;ANTIOQUIA;NARE;15.336;5,410,900.000;0.4644549356
16/02/2016;ANTIOQUIA;PORCE II;31.464;4,005,400.000;0.6041327300
16/02/2016;ANTIOQUIA;PORCE III;3.200;236,100.000;0.1888800000
16/02/2016;ANTIOQUIA;SAN CARLOS;10.178;1,333,800.000;0.6602970297
16/02/2016;ANTIOQUIA;TENCHE;2.828;773,000.000;0.9662500000
16/02/2016;CARIBE;SINU URRA;76.110;818,000.000;0.6104477612
16/02/2016;CENTRO;AMOYA;9.904;1,155,400.000;0.7088343558
16/02/2016;CENTRO;BETANIA CP;34.350;514,100.000;0.2369124424
16/02/2016;CENTRO;BOGOTA N.R.;0.000;;
16/02/2016;CENTRO;EL QUIMBO;94.190;3,833,700.000;0.6085238095
16/02/2016;CENTRO;PRADO;1.020;12,000.000;0.0190476191
16/02/2016;CENTRO;SOGAMOSO;122.020;3,820,800.000;0.6055150555
16/02/2016;ORIENTE;BATA;6.750;1,136,000.000;0.4753138075
16/02/2016;ORIENTE;CHUZA;1.040;413,700.000;0.3041911765
16/02/2016;ORIENTE;GUAVIO;12.810;2,995,500.000;0.6540393013
16/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2,633,300.000;0.4603671329
16/02/2016;VALLE;ALTOANCHICAYA;13.060;1,390,900.000;0.3384184915
16/02/2016;VALLE;CALIMA;2.900;130,200.000;0.3027906977
16/02/2016;VALLE;CAUCA SALVAJINA;21.440;510,900.000;0.1472334294
16/02/2016;VALLE;DIGUA;17.990;229,700.000;0.7920689655
16/02/2016;VALLE;FLORIDA II;7.630;152,600.000;1.0173333330
17/02/2016;ANTIOQUIA;A. SAN LORENZO;27.685;6,322,900.000;1.2397843140
17/02/2016;ANTIOQUIA;CONCEPCION;1.944;531,400.000;0.4087692308
17/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.810;1,041,400.000;0.5481052632
17/02/2016;ANTIOQUIA;DESV. MANSO;0.349;16,800.000;0.0336000000
17/02/2016;ANTIOQUIA;GRANDE;17.449;5,472,700.000;0.8001023392
17/02/2016;ANTIOQUIA;GUADALUPE;6.510;1,779,400.000;0.5098567335
17/02/2016;ANTIOQUIA;GUATAPE;55.541;9,370,700.000;2.6248459380
17/02/2016;ANTIOQUIA;MIEL I;33.480;1,614,400.000;0.4036000000
17/02/2016;ANTIOQUIA;NARE;50.637;17,865,900.000;1.5335536480
17/02/2016;ANTIOQUIA;PORCE II;51.145;6,510,800.000;0.9820211161
17/02/2016;ANTIOQUIA;PORCE III;14.082;1,039,000.000;0.8312000000
17/02/2016;ANTIOQUIA;SAN CARLOS;27.561;3,617,800.000;1.7909900990
17/02/2016;ANTIOQUIA;TENCHE;4.658;1,273,200.000;1.5915000000
17/02/2016;CARIBE;SINU URRA;75.500;811,400.000;0.6055223881
17/02/2016;CENTRO;AMOYA;9.761;1,138,700.000;0.6985889571
17/02/2016;CENTRO;BETANIA CP;56.100;839,600.000;0.3869124424
17/02/2016;CENTRO;BOGOTA N.R.;0.000;;
17/02/2016;CENTRO;EL QUIMBO;105.260;4,284,300.000;0.6800476190
17/02/2016;CENTRO;PRADO;1.930;22,800.000;0.0361904762
17/02/2016;CENTRO;SOGAMOSO;134.641;4,216,000.000;0.6681458003
17/02/2016;ORIENTE;BATA;6.330;1,065,300.000;0.4457322176
17/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
17/02/2016;ORIENTE;GUAVIO;13.110;3,065,600.000;0.6693449782
17/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4,795,100.000;0.8383041958
17/02/2016;VALLE;ALTOANCHICAYA;15.930;1,696,600.000;0.4127980535
17/02/2016;VALLE;CALIMA;5.680;255,100.000;0.5932558140
17/02/2016;VALLE;CAUCA SALVAJINA;23.700;564,700.000;0.1627377522
17/02/2016;VALLE;DIGUA;11.900;152,000.000;0.5241379310
17/02/2016;VALLE;FLORIDA II;6.320;126,400.000;0.8426666667
18/02/2016;ANTIOQUIA;A. SAN LORENZO;12.334;2,816,900.000;0.5523333333
18/02/2016;ANTIOQUIA;CONCEPCION;1.913;522,900.000;0.4022307692
18/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.651;998,000.000;0.5252631579
18/02/2016;ANTIOQUIA;DESV. MANSO;0.000;;
18/02/2016;ANTIOQUIA;GRANDE;8.453;2,651,200.000;0.3876023392
18/02/2016;ANTIOQUIA;GUADALUPE;13.272;3,627,800.000;1.0394842410
18/02/2016;ANTIOQUIA;GUATAPE;15.161;2,557,900.000;0.7164985994
18/02/2016;ANTIOQUIA;MIEL I;33.981;1,638,600.000;0.4096500000
18/02/2016;ANTIOQUIA;NARE;15.741;5,553,800.000;0.4767210300
18/02/2016;ANTIOQUIA;PORCE II;45.543;5,797,700.000;0.8744645551
18/02/2016;ANTIOQUIA;PORCE III;15.130;1,116,300.000;0.8930400000
18/02/2016;ANTIOQUIA;SAN CARLOS;10.874;1,425,100.000;0.7054950495
18/02/2016;ANTIOQUIA;TENCHE;1.811;495,000.000;0.6187500000
18/02/2016;CARIBE;SINU URRA;72.640;780,700.000;0.5826119403
18/02/2016;CENTRO;AMOYA;11.752;1,371,000.000;0.8411042945
18/02/2016;CENTRO;BETANIA CP;40.320;603,400.000;0.2780645161
18/02/2016;CENTRO;BOGOTA N.R.;0.950;377,900.000;0.1141691843
18/02/2016;CENTRO;EL QUIMBO;125.220;5,096,700.000;0.8090000000
18/02/2016;CENTRO;PRADO;9.540;112,500.000;0.1785714286
18/02/2016;CENTRO;SOGAMOSO;135.768;4,251,300.000;0.6737400951
18/02/2016;ORIENTE;BATA;6.470;1,088,900.000;0.4556066946
18/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
18/02/2016;ORIENTE;GUAVIO;15.620;3,652,600.000;0.7975109170
18/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3,163,000.000;0.5529720280
18/02/2016;VALLE;ALTOANCHICAYA;15.050;1,602,900.000;0.3900000000
18/02/2016;VALLE;CALIMA;1.730;77,700.000;0.1806976744
18/02/2016;VALLE;CAUCA SALVAJINA;25.410;605,400.000;0.1744668588
18/02/2016;VALLE;DIGUA;16.530;211,100.000;0.7279310345
18/02/2016;VALLE;FLORIDA II;6.200;124,000.000;0.8266666667
19/02/2016;ANTIOQUIA;A. SAN LORENZO;10.856;2,479,400.000;0.4861568627
19/02/2016;ANTIOQUIA;CONCEPCION;1.841;503,200.000;0.3870769231
19/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.589;981,000.000;0.5163157895
19/02/2016;ANTIOQUIA;DESV. MANSO;3.955;190,700.000;0.3814000000
19/02/2016;ANTIOQUIA;GRANDE;8.899;2,791,100.000;0.4080555556
19/02/2016;ANTIOQUIA;GUADALUPE;9.151;2,501,300.000;0.7167048711
19/02/2016;ANTIOQUIA;GUATAPE;10.838;1,828,600.000;0.5122128852
19/02/2016;ANTIOQUIA;MIEL I;87.857;4,236,500.000;1.0591250000
19/02/2016;ANTIOQUIA;NARE;11.389;4,018,300.000;0.3449184549
19/02/2016;ANTIOQUIA;PORCE II;32.476;4,134,200.000;0.6235595777
19/02/2016;ANTIOQUIA;PORCE III;17.265;1,273,800.000;1.0190400000
19/02/2016;ANTIOQUIA;SAN CARLOS;10.358;1,359,600.000;0.6730693069
19/02/2016;ANTIOQUIA;TENCHE;3.859;1,054,800.000;1.3185000000
19/02/2016;CARIBE;SINU URRA;71.310;766,400.000;0.5719402985
19/02/2016;CENTRO;AMOYA;10.838;1,264,400.000;0.7757055215
19/02/2016;CENTRO;BETANIA CP;46.890;701,800.000;0.3234101382
19/02/2016;CENTRO;BOGOTA N.R.;1.140;453,400.000;0.1369788520
19/02/2016;CENTRO;EL QUIMBO;61.230;2,492,200.000;0.3955873016
19/02/2016;CENTRO;PRADO;19.220;226,700.000;0.3598412698
19/02/2016;CENTRO;SOGAMOSO;125.701;3,936,100.000;0.6237876387
19/02/2016;ORIENTE;BATA;6.480;1,090,600.000;0.4563179916
19/02/2016;ORIENTE;CHUZA;0.000;;
19/02/2016;ORIENTE;GUAVIO;9.110;2,130,300.000;0.4651310044
19/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2,748,200.000;0.4804545455
19/02/2016;VALLE;ALTOANCHICAYA;14.330;1,526,200.000;0.3713381995
19/02/2016;VALLE;CALIMA;3.520;158,100.000;0.3676744186
19/02/2016;VALLE;CAUCA SALVAJINA;22.160;528,000.000;0.1521613833
19/02/2016;VALLE;DIGUA;10.780;137,700.000;0.4748275862
19/02/2016;VALLE;FLORIDA II;7.990;159,800.000;1.0653333330
20/02/2016;ANTIOQUIA;A. SAN LORENZO;13.266;3,029,800.000;0.5940784314
20/02/2016;ANTIOQUIA;CONCEPCION;1.848;505,100.000;0.3885384615
20/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.591;981,600.000;0.5166315789
20/02/2016;ANTIOQUIA;DESV. MANSO;6.001;289,400.000;0.5788000000
20/02/2016;ANTIOQUIA;GRANDE;8.545;2,680,100.000;0.3918274854
20/02/2016;ANTIOQUIA;GUADALUPE;7.424;2,029,300.000;0.5814613181
20/02/2016;ANTIOQUIA;GUATAPE;7.034;1,186,800.000;0.3324369748
20/02/2016;ANTIOQUIA;MIEL I;72.983;3,519,300.000;0.8798250000
20/02/2016;ANTIOQUIA;NARE;30.787;10,862,400.000;0.9323948498
20/02/2016;ANTIOQUIA;PORCE II;47.825;6,088,200.000;0.9182805430
20/02/2016;ANTIOQUIA;PORCE III;10.429;769,500.000;0.6156000000
20/02/2016;ANTIOQUIA;SAN CARLOS;9.471;1,243,200.000;0.6154455446
20/02/2016;ANTIOQUIA;TENCHE;4.521;1,235,800.000;1.5447500000
20/02/2016;CARIBE;SINU URRA;70.980;762,800.000;0.5692537313
20/02/2016;CENTRO;AMOYA;10.032;1,170,300.000;0.7179754601
20/02/2016;CENTRO;BETANIA CP;28.540;427,100.000;0.1968202765
20/02/2016;CENTRO;BOGOTA N.R.;0.000;;
20/02/2016;CENTRO;EL QUIMBO;159.880;6,507,400.000;1.0329206350
20/02/2016;CENTRO;PRADO;17.230;203,200.000;0.3225396825
20/02/2016;CENTRO;SOGAMOSO;118.715;3,717,300.000;0.5891125198
20/02/2016;ORIENTE;BATA;6.430;1,082,100.000;0.4527615063
20/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
20/02/2016;ORIENTE;GUAVIO;10.740;2,511,400.000;0.5483406114
20/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3,433,400.000;0.6002447552
20/02/2016;VALLE;ALTOANCHICAYA;14.840;1,580,500.000;0.3845498783
20/02/2016;VALLE;CALIMA;1.640;73,700.000;0.1713953488
20/02/2016;VALLE;CAUCA SALVAJINA;26.330;627,400.000;0.1808069164
20/02/2016;VALLE;DIGUA;15.400;196,700.000;0.6782758621
20/02/2016;VALLE;FLORIDA II;5.930;118,600.000;0.7906666667
21/02/2016;ANTIOQUIA;A. SAN LORENZO;28.243;6,450,300.000;1.2647647060
21/02/2016;ANTIOQUIA;CONCEPCION;2.087;570,500.000;0.4388461538
21/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);3.894;1,064,400.000;0.5602105263
21/02/2016;ANTIOQUIA;DESV. MANSO;9.038;435,800.000;0.8716000000
21/02/2016;ANTIOQUIA;GRANDE;10.570;3,315,200.000;0.4846783626
21/02/2016;ANTIOQUIA;GUADALUPE;8.062;2,203,700.000;0.6314326648
21/02/2016;ANTIOQUIA;GUATAPE;52.212;8,809,100.000;2.4675350140
21/02/2016;ANTIOQUIA;MIEL I;99.486;4,797,300.000;1.1993250000
21/02/2016;ANTIOQUIA;NARE;64.699;22,827,400.000;1.9594334760
21/02/2016;ANTIOQUIA;PORCE II;44.128;5,617,500.000;0.8472850679
21/02/2016;ANTIOQUIA;PORCE III;5.082;375,000.000;0.3000000000
21/02/2016;ANTIOQUIA;SAN CARLOS;29.466;3,867,900.000;1.9148019800
21/02/2016;ANTIOQUIA;TENCHE;2.601;711,000.000;0.8887500000
21/02/2016;CARIBE;SINU URRA;71.550;769,000.000;0.5738805970
21/02/2016;CENTRO;AMOYA;12.047;1,405,400.000;0.8622085890
21/02/2016;CENTRO;BETANIA CP;25.980;388,800.000;0.1791705069
21/02/2016;CENTRO;BOGOTA N.R.;1.560;620,500.000;0.1874622356
21/02/2016;CENTRO;EL QUIMBO;97.900;3,984,700.000;0.6324920635
21/02/2016;CENTRO;PRADO;7.590;89,500.000;0.1420634921
21/02/2016;CENTRO;SOGAMOSO;131.530;4,118,600.000;0.6527099842
21/02/2016;ORIENTE;BATA;6.910;1,162,900.000;0.4865690377
21/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
21/02/2016;ORIENTE;GUAVIO;26.000;6,079,800.000;1.3274672490
21/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;5,965,500.000;1.0429195800
21/02/2016;VALLE;ALTOANCHICAYA;104.920;11,174,200.000;2.7187834550
21/02/2016;VALLE;CALIMA;5.640;253,300.000;0.5890697674
21/02/2016;VALLE;CAUCA SALVAJINA;23.950;570,700.000;0.1644668588
21/02/2016;VALLE;DIGUA;67.970;868,000.000;2.9931034480
21/02/2016;VALLE;FLORIDA II;5.240;104,800.000;0.6986666667
22/02/2016;ANTIOQUIA;A. SAN LORENZO;13.637;3,114,500.000;0.6106862745
22/02/2016;ANTIOQUIA;CONCEPCION;2.692;735,800.000;0.5660000000
22/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5.567;1,521,700.000;0.8008947368
22/02/2016;ANTIOQUIA;DESV. MANSO;3.428;165,300.000;0.3306000000
22/02/2016;ANTIOQUIA;GRANDE;12.762;4,002,700.000;0.5851900585
22/02/2016;ANTIOQUIA;GUADALUPE;9.908;2,708,300.000;0.7760171920
22/02/2016;ANTIOQUIA;GUATAPE;17.481;2,949,400.000;0.8261624650
22/02/2016;ANTIOQUIA;MIEL I;62.027;2,991,000.000;0.7477500000
22/02/2016;ANTIOQUIA;NARE;25.000;8,820,600.000;0.7571330472
22/02/2016;ANTIOQUIA;PORCE II;42.721;5,438,400.000;0.8202714932
22/02/2016;ANTIOQUIA;PORCE III;20.774;1,532,700.000;1.2261600000
22/02/2016;ANTIOQUIA;SAN CARLOS;10.799;1,415,200.000;0.7005940594
22/02/2016;ANTIOQUIA;TENCHE;4.843;1,323,800.000;1.6547500000
22/02/2016;CARIBE;SINU URRA;65.420;703,100.000;0.5247014925
22/02/2016;CENTRO;AMOYA;18.885;2,203,200.000;1.3516564420
22/02/2016;CENTRO;BETANIA CP;47.080;704,600.000;0.3247004608
22/02/2016;CENTRO;BOGOTA N.R.;0.000;;
22/02/2016;CENTRO;EL QUIMBO;129.460;5,269,200.000;0.8363809524
22/02/2016;CENTRO;PRADO;10.290;121,400.000;0.1926984127
22/02/2016;CENTRO;SOGAMOSO;144.814;4,534,500.000;0.7186212361
22/02/2016;ORIENTE;BATA;6.750;1,136,000.000;0.4753138075
22/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
22/02/2016;ORIENTE;GUAVIO;15.570;3,640,900.000;0.7949563319
22/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3,944,000.000;0.6895104895
22/02/2016;VALLE;ALTOANCHICAYA;41.920;4,464,600.000;1.0862773720
22/02/2016;VALLE;CALIMA;5.310;238,500.000;0.5546511628
22/02/2016;VALLE;CAUCA SALVAJINA;39.290;936,200.000;0.2697982709
22/02/2016;VALLE;DIGUA;37.430;478,000.000;1.6482758620
22/02/2016;VALLE;FLORIDA II;9.190;183,800.000;1.2253333330
23/02/2016;ANTIOQUIA;A. SAN LORENZO;15.753;3,597,800.000;0.7054509804
23/02/2016;ANTIOQUIA;CONCEPCION;4.355;1,190,400.000;0.9156923077
23/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5.510;1,506,100.000;0.7926842105
23/02/2016;ANTIOQUIA;DESV. MANSO;1.199;57,800.000;0.1156000000
23/02/2016;ANTIOQUIA;GRANDE;18.878;5,920,900.000;0.8656286550
23/02/2016;ANTIOQUIA;GUADALUPE;12.929;3,534,000.000;1.0126074500
23/02/2016;ANTIOQUIA;GUATAPE;24.049;4,057,500.000;1.1365546220
23/02/2016;ANTIOQUIA;MIEL I;46.678;2,250,900.000;0.5627250000
23/02/2016;ANTIOQUIA;NARE;17.431;6,150,100.000;0.5279055794
23/02/2016;ANTIOQUIA;PORCE II;59.749;7,606,100.000;1.1472247360
23/02/2016;ANTIOQUIA;PORCE III;6.030;444,900.000;0.3559200000
23/02/2016;ANTIOQUIA;SAN CARLOS;9.525;1,250,300.000;0.6189603960
23/02/2016;ANTIOQUIA;TENCHE;8.450;2,309,700.000;2.8871250000
23/02/2016;CARIBE;SINU URRA;70.270;755,200.000;0.5635820896
23/02/2016;CENTRO;AMOYA;17.230;2,010,100.000;1.2331901840
23/02/2016;CENTRO;BETANIA CP;114.490;1,713,500.000;0.7896313364
23/02/2016;CENTRO;BOGOTA N.R.;0.000;;
23/02/2016;CENTRO;EL QUIMBO;106.080;4,317,600.000;0.6853333333
23/02/2016;CENTRO;PRADO;19.690;232,300.000;0.3687301587
23/02/2016;CENTRO;SOGAMOSO;188.875;5,914,200.000;0.9372741680
23/02/2016;ORIENTE;BATA;6.490;1,092,200.000;0.4569874477
23/02/2016;ORIENTE;CHUZA;0.520;206,800.000;0.1520588235
23/02/2016;ORIENTE;GUAVIO;15.190;3,552,000.000;0.7755458515
23/02/2016;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;4,076,800.000;0.7127272727
23/02/2016;VALLE;ALTOANCHICAYA;22.220;2,366,500.000;0.5757907543
23/02/2016;VALLE;CALIMA;2.220;99,700.000;0.2318604651
23/02/2016;VALLE;CAUCA SALVAJINA;42.880;1,021,700.000;0.2944380403
23/02/2016;VALLE;DIGUA;29.540;377,200.000;1.3006896550
23/02/2016;VALLE;FLORIDA II;7.320;146,400.000;0.9760000000
24/02/2016;ANTIOQUIA;A. SAN LORENZO;11.392;2,601,800.000;0.5101568627
24/02/2016;ANTIOQUIA;CONCEPCION;2.226;608,500.000;0.4680769231
24/02/2016;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);4.014;1,097,200.000;0.5774736842
24/02/2016;ANTIOQUIA;DESV. MANSO;0.611;29,500.000;0.0590000000
24/02/2016;ANTIOQUIA;GRANDE;13.799;4,327,900.000;0.6327339181
24/02/2016;ANTIOQUIA;GUADALUPE;12.096;3,306,300.000;0.9473638968
24/02/2016;ANTIOQUIA;GUATAPE;14.128;2,383,600.000;0.6676750700
