Fecha;Recurso;Código Agente;Precio de Oferta Ideal $/kWh;Precio de Oferta de Despacho $/kWh;Precio de Oferta Declarado $/kWh
8/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
8/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
8/02/2016;SALVAJINA;EPSG;860.076367;880.000;880.000
8/02/2016;SAN CARLOS;ISGG;470.146367;478.500;478.500
8/02/2016;SOGAMOSO;ISGG;860.077367;1157.900;1157.900
8/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
8/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
8/02/2016;TEBSAB;GECG;335.834367;344.188;344.188
8/02/2016;TERMOCANDELARIA 1;TCIG;802.505367;858.323;858.323
8/02/2016;TERMOCANDELARIA 2;TCIG;802.869367;866.907;866.907
8/02/2016;TERMOCENTRO CC;ISGG;359.466367;367.820;367.820
8/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
8/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
8/02/2016;TERMOSIERRAB;EPMG;348.825367;357.179;357.179
8/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
8/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
8/02/2016;URRA;EMUG;58.649367;67.003;67.003
8/02/2016;ZIPAEMG 2;ENDG;163.102367;171.456;171.456
8/02/2016;ZIPAEMG 3;ENDG;163.646367;172.000;172.000
8/02/2016;ZIPAEMG 4;ENDG;164.146367;172.500;172.500
8/02/2016;ZIPAEMG 5;ENDG;161.523367;169.877;169.877
9/02/2016;ALBAN;EPSG;416.646367;425.000;425.000
9/02/2016;BARRANQUILLA 3;GECG;337.239367;345.593;345.593
9/02/2016;BARRANQUILLA 4;GECG;338.248367;346.602;346.602
9/02/2016;BETANIA;ENDG;456.646367;465.000;465.000
9/02/2016;CALIMA;EPSG;860.646367;869.000;869.000
9/02/2016;CARTAGENA 1;ENDG;430.721367;439.075;439.075
9/02/2016;CARTAGENA 2;ENDG;432.952367;441.306;441.306
9/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
9/02/2016;CHIVOR;CHVG;58.648367;67.002;67.002
9/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
9/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;1000.000
9/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
9/02/2016;FLORES 4B;TMFG;327.893367;336.247;336.247
9/02/2016;GECELCA 3;GECG;163.897367;172.251;172.251
9/02/2016;GUAJIRA 1;GECG;190.232367;198.586;198.586
9/02/2016;GUAJIRA 2;GECG;183.701367;192.055;192.055
9/02/2016;GUATAPE;EPMG;421.646367;430.000;430.000
9/02/2016;GUATRON;EPMG;791.646367;800.000;800.000
9/02/2016;GUAVIO;ENDG;58.648367;67.002;67.002
9/02/2016;JAGUAS;ISGG;868.249367;1157.900;1157.900
9/02/2016;LA TASAJERA;EPMG;551.646367;560.000;560.000
9/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
9/02/2016;MIEL I;ISGG;868.248367;1157.900;1157.900
9/02/2016;PAGUA;ENDG;454.646367;463.000;463.000
9/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
9/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
9/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
9/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
9/02/2016;PLAYAS;EPMG;441.646367;450.000;450.000
9/02/2016;PORCE II;EPMG;811.646367;820.000;820.000
9/02/2016;PORCE III;EPMG;446.646367;455.000;455.000
9/02/2016;PRADO;EPSG;861.646367;870.000;870.000
9/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
9/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
9/02/2016;SALVAJINA;EPSG;868.250367;880.000;880.000
9/02/2016;SAN CARLOS;ISGG;359.646367;368.000;368.000
9/02/2016;SOGAMOSO;ISGG;868.251367;1157.900;1157.900
9/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
9/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
9/02/2016;TEBSAB;GECG;335.834367;344.188;344.188
9/02/2016;TERMOCANDELARIA 1;TCIG;810.680367;858.323;858.323
9/02/2016;TERMOCANDELARIA 2;TCIG;811.044367;866.907;866.907
9/02/2016;TERMOCENTRO CC;ISGG;359.466367;367.820;367.820
9/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
9/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
9/02/2016;TERMOSIERRAB;EPMG;348.825367;357.179;357.179
9/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
9/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
9/02/2016;URRA;EMUG;58.649367;67.003;67.003
9/02/2016;ZIPAEMG 2;ENDG;163.102367;171.456;171.456
9/02/2016;ZIPAEMG 3;ENDG;163.646367;172.000;172.000
9/02/2016;ZIPAEMG 4;ENDG;164.146367;172.500;172.500
9/02/2016;ZIPAEMG 5;ENDG;161.523367;169.877;169.877
10/02/2016;ALBAN;EPSG;416.646367;425.000;425.000
10/02/2016;BARRANQUILLA 3;GECG;335.600367;343.954;343.954
10/02/2016;BARRANQUILLA 4;GECG;334.827367;343.181;343.181
10/02/2016;BETANIA;ENDG;452.646367;461.000;461.000
10/02/2016;CALIMA;EPSG;868.250367;879.000;879.000
10/02/2016;CARTAGENA 1;ENDG;430.721367;439.075;439.075
10/02/2016;CARTAGENA 2;ENDG;432.952367;441.306;441.306
10/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
10/02/2016;CHIVOR;CHVG;464.335367;472.689;472.689
10/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
10/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;1000.000
10/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
10/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
10/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
10/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
10/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
10/02/2016;GUATAPE;EPMG;421.646367;430.000;430.000
10/02/2016;GUATRON;EPMG;431.646367;440.000;440.000
10/02/2016;GUAVIO;ENDG;58.648367;67.002;67.002
10/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
10/02/2016;LA TASAJERA;EPMG;551.646367;560.000;560.000
10/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
10/02/2016;MIEL I;ISGG;868.249367;1168.800;1168.800
10/02/2016;PAGUA;ENDG;451.646367;460.000;460.000
10/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
10/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
10/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
10/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
10/02/2016;PLAYAS;EPMG;441.646367;450.000;450.000
10/02/2016;PORCE II;EPMG;811.646367;820.000;820.000
10/02/2016;PORCE III;EPMG;821.646367;830.000;830.000
10/02/2016;PRADO;EPSG;868.248367;880.000;880.000
10/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
10/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
10/02/2016;SALVAJINA;EPSG;868.251367;890.000;890.000
10/02/2016;SAN CARLOS;ISGG;349.646367;358.000;358.000
10/02/2016;SOGAMOSO;ISGG;868.252367;1168.800;1168.800
10/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
10/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
10/02/2016;TEBSAB;GECG;332.223367;340.577;340.577
10/02/2016;TERMOCANDELARIA 1;TCIG;810.680367;858.323;858.323
10/02/2016;TERMOCANDELARIA 2;TCIG;811.044367;866.907;866.907
10/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
10/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
10/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
10/02/2016;TERMOSIERRAB;EPMG;357.345367;365.699;365.699
10/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
10/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
10/02/2016;URRA;EMUG;58.649367;67.003;67.003
10/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
10/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
10/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
10/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
11/02/2016;ALBAN;EPSG;446.646367;455.000;455.000
11/02/2016;BARRANQUILLA 3;GECG;335.607367;343.961;343.961
11/02/2016;BARRANQUILLA 4;GECG;335.062367;343.416;343.416
11/02/2016;BETANIA;ENDG;452.646367;461.000;461.000
11/02/2016;CALIMA;EPSG;868.250367;879.000;879.000
11/02/2016;CARTAGENA 1;ENDG;430.721367;439.075;439.075
11/02/2016;CARTAGENA 2;ENDG;432.952367;441.306;441.306
11/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
11/02/2016;CHIVOR;CHVG;484.756367;493.110;493.110
11/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
11/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;1000.000
11/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
11/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
11/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
11/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
11/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
11/02/2016;GUATAPE;EPMG;391.646367;400.000;400.000
11/02/2016;GUATRON;EPMG;791.646367;800.000;800.000
11/02/2016;GUAVIO;ENDG;436.646367;445.000;445.000
11/02/2016;JAGUAS;ISGG;868.249367;1168.800;1168.800
11/02/2016;LA TASAJERA;EPMG;466.646367;475.000;475.000
11/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
11/02/2016;MIEL I;ISGG;58.648367;67.002;67.002
11/02/2016;PAGUA;ENDG;451.646367;460.000;460.000
11/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
11/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
11/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
11/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
11/02/2016;PLAYAS;EPMG;441.646367;450.000;450.000
11/02/2016;PORCE II;EPMG;436.646367;445.000;445.000
11/02/2016;PORCE III;EPMG;821.646367;830.000;830.000
11/02/2016;PRADO;EPSG;868.248367;880.000;880.000
11/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
11/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
11/02/2016;SALVAJINA;EPSG;868.251367;890.000;890.000
11/02/2016;SAN CARLOS;ISGG;442.646367;451.000;451.000
11/02/2016;SOGAMOSO;ISGG;868.252367;1168.800;1168.800
11/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
11/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
11/02/2016;TEBSAB;GECG;332.235367;340.589;340.589
11/02/2016;TERMOCANDELARIA 1;TCIG;809.873367;858.323;858.323
11/02/2016;TERMOCANDELARIA 2;TCIG;810.243367;866.907;866.907
11/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
11/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
11/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
11/02/2016;TERMOSIERRAB;EPMG;357.345367;365.699;365.699
11/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
11/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
11/02/2016;URRA;EMUG;58.649367;67.003;67.003
11/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
11/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
11/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
11/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
12/02/2016;ALBAN;EPSG;591.646367;600.000;600.000
12/02/2016;BARRANQUILLA 3;GECG;336.326367;344.680;344.680
12/02/2016;BARRANQUILLA 4;GECG;336.428367;344.782;344.782
12/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
12/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
12/02/2016;CARTAGENA 1;ENDG;430.721367;439.075;439.075
12/02/2016;CARTAGENA 2;ENDG;432.952367;441.306;441.306
12/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
12/02/2016;CHIVOR;CHVG;58.648367;67.002;67.002
12/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
12/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
12/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
12/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
12/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
12/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
12/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
12/02/2016;GUATAPE;EPMG;391.646367;400.000;400.000
12/02/2016;GUATRON;EPMG;431.646367;440.000;440.000
12/02/2016;GUAVIO;ENDG;449.646367;458.000;458.000
12/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
12/02/2016;LA TASAJERA;EPMG;476.646367;485.000;485.000
12/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
12/02/2016;MIEL I;ISGG;868.249367;1168.800;876.603
12/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
12/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
12/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
12/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
12/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
12/02/2016;PLAYAS;EPMG;641.646367;650.000;650.000
12/02/2016;PORCE II;EPMG;691.646367;700.000;700.000
12/02/2016;PORCE III;EPMG;456.646367;465.000;465.000
12/02/2016;PRADO;EPSG;868.248367;880.000;876.602
12/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
12/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
12/02/2016;SALVAJINA;EPSG;868.252367;890.000;876.606
12/02/2016;SAN CARLOS;ISGG;496.746367;505.100;505.100
12/02/2016;SOGAMOSO;ISGG;868.253367;1168.800;876.607
12/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
12/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
12/02/2016;TEBSAB;GECG;333.481367;341.835;341.835
12/02/2016;TERMOCANDELARIA 1;TCIG;809.441367;858.323;817.795
12/02/2016;TERMOCANDELARIA 2;TCIG;809.813367;866.907;818.167
12/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
12/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
12/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
12/02/2016;TERMOSIERRAB;EPMG;357.345367;365.699;365.699
12/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
12/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
12/02/2016;URRA;EMUG;58.649367;67.003;67.003
12/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
12/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
12/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
12/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
13/02/2016;ALBAN;EPSG;541.646367;550.000;550.000
13/02/2016;BARRANQUILLA 3;GECG;337.105367;345.459;345.459
13/02/2016;BARRANQUILLA 4;GECG;335.968367;344.322;344.322
13/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
13/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
13/02/2016;CARTAGENA 1;ENDG;432.952367;441.306;441.306
13/02/2016;CARTAGENA 2;ENDG;426.132367;434.486;434.486
13/02/2016;CARTAGENA 3;ENDG;430.721367;439.075;439.075
13/02/2016;CHIVOR;CHVG;527.746367;536.100;536.100
13/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
13/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
13/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
13/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
13/02/2016;GECELCA 3;GECG;164.372367;172.726;172.726
13/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
13/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
13/02/2016;GUATAPE;EPMG;391.646367;400.000;400.000
13/02/2016;GUATRON;EPMG;341.646367;350.000;350.000
13/02/2016;GUAVIO;ENDG;461.646367;470.000;470.000
13/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
13/02/2016;LA TASAJERA;EPMG;521.646367;530.000;530.000
13/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
13/02/2016;MIEL I;ISGG;868.249367;1168.800;876.603
13/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
13/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
13/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
13/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
13/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
13/02/2016;PLAYAS;EPMG;441.646367;450.000;450.000
13/02/2016;PORCE II;EPMG;691.646367;700.000;700.000
13/02/2016;PORCE III;EPMG;501.646367;510.000;510.000
13/02/2016;PRADO;EPSG;868.248367;880.000;876.602
13/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
13/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
13/02/2016;SALVAJINA;EPSG;868.252367;890.000;876.606
13/02/2016;SAN CARLOS;ISGG;868.254367;1168.800;876.608
13/02/2016;SOGAMOSO;ISGG;868.253367;1168.800;876.607
13/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
13/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
13/02/2016;TEBSAB;GECG;313.519367;321.873;321.873
13/02/2016;TERMOCANDELARIA 1;TCIG;809.550367;858.323;817.904
13/02/2016;TERMOCANDELARIA 2;TCIG;809.922367;866.907;818.276
13/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
13/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
13/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
13/02/2016;TERMOSIERRAB;EPMG;318.032367;326.386;326.386
13/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
13/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
13/02/2016;URRA;EMUG;58.649367;67.003;67.003
13/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
13/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
13/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
13/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
14/02/2016;ALBAN;EPSG;523.646367;532.000;532.000
14/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
14/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
14/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
14/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
14/02/2016;CARTAGENA 1;ENDG;432.952367;441.306;441.306
14/02/2016;CARTAGENA 2;ENDG;430.721367;439.075;439.075
14/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
14/02/2016;CHIVOR;CHVG;574.746367;583.100;583.100
14/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
14/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
14/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
14/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
14/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
14/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
14/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
14/02/2016;GUATAPE;EPMG;391.646367;400.000;400.000
14/02/2016;GUATRON;EPMG;431.646367;440.000;440.000
14/02/2016;GUAVIO;ENDG;516.646367;525.000;525.000
14/02/2016;JAGUAS;ISGG;58.648367;67.002;67.002
14/02/2016;LA TASAJERA;EPMG;551.646367;560.000;560.000
14/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
14/02/2016;MIEL I;ISGG;868.249367;1168.800;876.603
14/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
14/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
14/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
14/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
14/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
14/02/2016;PLAYAS;EPMG;681.646367;690.000;690.000
14/02/2016;PORCE II;EPMG;691.646367;700.000;700.000
14/02/2016;PORCE III;EPMG;701.646367;710.000;710.000
14/02/2016;PRADO;EPSG;868.248367;880.000;876.602
14/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
14/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
14/02/2016;SALVAJINA;EPSG;868.252367;890.000;876.606
14/02/2016;SAN CARLOS;ISGG;596.646367;605.000;605.000
14/02/2016;SOGAMOSO;ISGG;868.253367;1168.800;876.607
14/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
14/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
14/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
14/02/2016;TERMOCANDELARIA 1;TCIG;808.696367;858.323;817.050
14/02/2016;TERMOCANDELARIA 2;TCIG;809.073367;866.907;817.427
14/02/2016;TERMOCENTRO CC;ISGG;278.956367;287.310;287.310
14/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
14/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
14/02/2016;TERMOSIERRAB;EPMG;318.032367;326.386;326.386
14/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
14/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
14/02/2016;URRA;EMUG;58.649367;67.003;67.003
14/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
14/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
14/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
14/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
15/02/2016;ALBAN;EPSG;389.646367;398.000;398.000
15/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
15/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
15/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
15/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
15/02/2016;CARTAGENA 1;ENDG;432.952367;441.306;441.306
15/02/2016;CARTAGENA 2;ENDG;430.721367;439.075;439.075
15/02/2016;CARTAGENA 3;ENDG;426.132367;434.486;434.486
15/02/2016;CHIVOR;CHVG;662.346367;670.700;670.700
15/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
15/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
15/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
15/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
15/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
15/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
15/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
15/02/2016;GUATAPE;EPMG;391.646367;400.000;400.000
15/02/2016;GUATRON;EPMG;681.646367;690.000;690.000
15/02/2016;GUAVIO;ENDG;791.646367;800.000;800.000
15/02/2016;JAGUAS;ISGG;868.249367;1168.800;876.603
15/02/2016;LA TASAJERA;EPMG;551.646367;560.000;560.000
15/02/2016;MERILECTRICA 1;CIVG;341.646367;350.000;350.000
15/02/2016;MIEL I;ISGG;571.646367;580.000;580.000
15/02/2016;PAGUA;ENDG;58.648367;67.002;67.002
15/02/2016;PAIPA 1;HIMG;154.099367;162.453;162.453
15/02/2016;PAIPA 2;HIMG;135.174367;143.528;143.528
15/02/2016;PAIPA 3;HIMG;141.858367;150.212;150.212
15/02/2016;PAIPA 4;HIMG;129.499367;137.853;137.853
15/02/2016;PLAYAS;EPMG;411.646367;420.000;420.000
15/02/2016;PORCE II;EPMG;691.646367;700.000;700.000
15/02/2016;PORCE III;EPMG;426.646367;435.000;435.000
15/02/2016;PRADO;EPSG;868.248367;880.000;876.602
15/02/2016;PROELECTRICA 1;PRIG;270.316367;278.670;278.670
15/02/2016;PROELECTRICA 2;PRIG;270.316367;278.670;278.670
15/02/2016;SALVAJINA;EPSG;868.252367;890.000;876.606
15/02/2016;SAN CARLOS;ISGG;868.253367;1168.800;876.607
15/02/2016;SOGAMOSO;ISGG;371.146367;379.500;379.500
15/02/2016;TASAJERO 1;TRMG;152.626367;160.980;160.980
15/02/2016;TASAJERO 2;TERG;163.126367;171.480;171.480
15/02/2016;TEBSAB;GECG;311.892367;320.246;320.246
15/02/2016;TERMOCANDELARIA 1;TCIG;809.131367;858.323;817.485
15/02/2016;TERMOCANDELARIA 2;TCIG;809.505367;866.907;817.859
15/02/2016;TERMOCENTRO CC;ISGG;363.407367;371.761;371.761
15/02/2016;TERMODORADA 1;EPMG;706.186367;714.540;714.540
15/02/2016;TERMOEMCALI 1;TEMG;355.697367;364.051;364.051
15/02/2016;TERMOSIERRAB;EPMG;318.032367;326.386;326.386
15/02/2016;TERMOVALLE 1;TMVG;425.885367;434.239;434.239
15/02/2016;TERMOYOPAL 2;TYPG;71.646367;80.000;80.000
15/02/2016;URRA;EMUG;58.649367;67.003;67.003
15/02/2016;ZIPAEMG 2;ENDG;187.742367;196.096;196.096
15/02/2016;ZIPAEMG 3;ENDG;188.374367;196.728;196.728
15/02/2016;ZIPAEMG 4;ENDG;189.320367;197.674;197.674
15/02/2016;ZIPAEMG 5;ENDG;185.404367;193.758;193.758
16/02/2016;ALBAN;EPSG;611.646367;620.000;620.000
16/02/2016;BARRANQUILLA 3;GECG;335.765367;344.119;344.119
16/02/2016;BARRANQUILLA 4;GECG;334.632367;342.986;342.986
16/02/2016;BETANIA;ENDG;868.251367;1000.000;876.605
16/02/2016;CALIMA;EPSG;868.250367;879.000;876.604
16/02/2016;CARTAGENA 1;ENDG;416.005367;424.359;424.359
16/02/2016;CARTAGENA 2;ENDG;413.889367;422.243;422.243
16/02/2016;CARTAGENA 3;ENDG;409.538367;417.892;417.892
16/02/2016;CHIVOR;CHVG;868.253367;905.600;876.607
16/02/2016;CIMARRON;TMRG;71.646367;80.000;80.000
16/02/2016;EL QUIMBO;ENDG;868.247367;1000.000;876.601
16/02/2016;FLORES 1;TMFG;336.646367;345.000;345.000
16/02/2016;FLORES 4B;TMFG;336.646367;345.000;345.000
16/02/2016;GECELCA 3;GECG;164.166367;172.520;172.520
16/02/2016;GUAJIRA 1;GECG;190.501367;198.855;198.855
16/02/2016;GUAJIRA 2;GECG;183.971367;192.325;192.325
16/02/2016;GUATAPE;EPMG;401.646367;410.000;410.000
16/02/2016;GUATRON;EPMG;841.646367;850.000;850.000
16/02/2016;GUAVIO;ENDG;651.646367;660.000;660.000
