Fecha;Recurso;Codigo Agente;Version;Hora;Valor;Precio ofertado;MPO;Tecnologia;Ajuste;Precio ajustado
15/02/2016;CHIVOR;CHVG;TX5;8;455436.59;670.70;670.70;HIDRAULICA;439.08;439.08
15/02/2016;CHIVOR;CHVG;TX5;9;823994.88;670.70;670.70;HIDRAULICA;439.08;439.08
15/02/2016;GUATRON;EPMG;TX5;10;276618.33;690.00;690.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;11;86545.16;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;GUATRON;EPMG;TX5;12;418315.63;690.00;690.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;13;110476.26;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;14;205083.78;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;15;243699.97;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;16;141975.48;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;GUATRON;EPMG;TX5;17;386337.64;690.00;690.00;HIDRAULICA;439.08;439.08
15/02/2016;PORCE II;EPMG;TX5;18;297565.46;700.00;700.00;HIDRAULICA;439.08;439.08
15/02/2016;GUAVIO;ENDG;TX5;19;258088.51;800.00;800.00;HIDRAULICA;439.08;439.08
15/02/2016;BETANIA;ENDG;TX5;20;67823.80;876.61;876.61;HIDRAULICA;439.08;439.08
15/02/2016;GUATRON;EPMG;TX5;21;461866.33;690.00;690.00;HIDRAULICA;439.08;439.08
15/02/2016;CHIVOR;CHVG;TX5;22;628641.45;670.70;670.70;HIDRAULICA;439.08;439.08
15/02/2016;LA TASAJERA;EPMG;TX5;23;252214.35;560.00;560.00;HIDRAULICA;439.08;439.08
16/02/2016;SAN CARLOS;ISGG;TX5;0;749543.73;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;SAN CARLOS;ISGG;TX5;1;500395.80;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;SAN CARLOS;ISGG;TX5;2;386840.88;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;SAN CARLOS;ISGG;TX5;3;452660.90;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;SAN CARLOS;ISGG;TX5;4;581547.57;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;SAN CARLOS;ISGG;TX5;5;1221597.88;518.00;518.00;HIDRAULICA;422.24;422.24
16/02/2016;LA TASAJERA;EPMG;TX5;6;97601.01;590.00;590.00;HIDRAULICA;422.24;422.24
16/02/2016;ALBAN;EPSG;TX5;7;156843.48;620.00;620.00;AUTOG;422.24;620.00
16/02/2016;GUAVIO;ENDG;TX5;8;439643.07;660.00;660.00;HIDRAULICA;422.24;422.24
16/02/2016;GUAVIO;ENDG;TX5;9;762261.19;660.00;660.00;HIDRAULICA;422.24;422.24
16/02/2016;GUAVIO;ENDG;TX5;10;1137563.52;660.00;660.00;HIDRAULICA;422.24;422.24
16/02/2016;PORCE II;EPMG;TX5;11;233318.71;840.00;840.00;HIDRAULICA;714.54;714.54
16/02/2016;PORCE II;EPMG;TX5;12;279392.33;840.00;840.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;13;16656.36;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;14;127523.31;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;15;169948.58;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;PORCE II;EPMG;TX5;16;400379.77;840.00;840.00;HIDRAULICA;714.54;714.54
16/02/2016;PORCE II;EPMG;TX5;17;111238.30;840.00;840.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;18;225069.47;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;19;481474.06;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;GUATRON;EPMG;TX5;20;304536.62;850.00;850.00;HIDRAULICA;714.54;714.54
16/02/2016;PORCE II;EPMG;TX5;21;289784.10;840.00;840.00;HIDRAULICA;714.54;714.54
16/02/2016;GUAVIO;ENDG;TX5;22;770557.02;660.00;660.00;HIDRAULICA;422.24;422.24
16/02/2016;ALBAN;EPSG;TX5;23;270685.41;620.00;620.00;AUTOG;422.24;620.00
17/02/2016;GUAVIO;ENDG;TX5;0;169033.11;845.00;845.00;HIDRAULICA;714.54;714.54
17/02/2016;PORCE II;EPMG;TX5;1;207632.86;840.00;840.00;HIDRAULICA;714.54;714.54
17/02/2016;PORCE II;EPMG;TX5;2;111289.05;840.00;840.00;HIDRAULICA;714.54;714.54
17/02/2016;PORCE II;EPMG;TX5;3;81158.64;840.00;840.00;HIDRAULICA;714.54;714.54
17/02/2016;PORCE II;EPMG;TX5;4;253635.94;840.00;840.00;HIDRAULICA;714.54;714.54
17/02/2016;GUAVIO;ENDG;TX5;5;493811.61;845.00;845.00;HIDRAULICA;714.54;714.54
17/02/2016;GUAVIO;ENDG;TX5;6;603869.54;845.00;845.00;HIDRAULICA;714.54;714.54
17/02/2016;GUAVIO;ENDG;TX5;7;778267.54;845.00;845.00;HIDRAULICA;714.54;714.54
17/02/2016;CALIMA;EPSG;TX5;8;101277.98;876.50;876.50;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;9;219994.43;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;10;659073.84;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;11;885601.48;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;12;716396.38;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;13;805354.76;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;14;1011365.97;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;15;1010802.45;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;16;892838.09;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;17;579709.85;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;18;1025853.71;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;19;1160442.16;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;20;916935.35;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;SAN CARLOS;ISGG;TX5;21;375986.13;876.60;876.60;HIDRAULICA;714.54;714.54
17/02/2016;GUAVIO;ENDG;TX5;22;948949.78;845.00;845.00;HIDRAULICA;714.54;714.54
17/02/2016;GUAVIO;ENDG;TX5;23;244335.32;845.00;845.00;HIDRAULICA;714.54;714.54
18/02/2016;LA TASAJERA;EPMG;TX5;0;249957.02;860.00;860.00;HIDRAULICA;714.54;714.54
18/02/2016;LA TASAJERA;EPMG;TX5;1;18039.32;860.00;860.00;HIDRAULICA;714.54;714.54
18/02/2016;GUATRON;EPMG;TX5;2;450445.80;850.00;850.00;HIDRAULICA;714.54;714.54
18/02/2016;GUATRON;EPMG;TX5;3;394823.87;850.00;850.00;HIDRAULICA;714.54;714.54
18/02/2016;LA TASAJERA;EPMG;TX5;4;90033.18;860.00;860.00;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;5;159552.12;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;6;253214.27;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;7;466297.94;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;8;947666.88;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;9;1240000.00;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;10;339054.96;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;11;560123.24;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;12;316686.10;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;13;407774.28;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;14;630454.43;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;15;566831.23;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;16;412771.85;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;17;79480.02;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;18;509046.33;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;19;894192.33;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;20;580028.00;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;GUAVIO;ENDG;TX5;21;225384.77;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;22;772450.15;876.60;876.60;HIDRAULICA;714.54;714.54
18/02/2016;SAN CARLOS;ISGG;TX5;23;69516.69;876.60;876.60;HIDRAULICA;714.54;714.54
19/02/2016;PORCE III;EPMG;TX5;0;367459.03;870.00;870.00;HIDRAULICA;714.54;714.54
19/02/2016;PLAYAS;EPMG;TX5;1;191881.78;850.00;850.00;HIDRAULICA;714.54;714.54
19/02/2016;LA TASAJERA;EPMG;TX5;2;23234.80;875.00;875.00;HIDRAULICA;714.54;714.54
19/02/2016;LA TASAJERA;EPMG;TX5;3;23196.39;875.00;875.00;HIDRAULICA;714.54;714.54
19/02/2016;PORCE III;EPMG;TX5;4;210784.73;870.00;870.00;HIDRAULICA;714.54;714.54
19/02/2016;LA TASAJERA;EPMG;TX5;5;231524.05;875.00;875.00;HIDRAULICA;714.54;714.54
19/02/2016;GUAVIO;ENDG;TX5;6;77217.84;876.60;876.60;HIDRAULICA;714.54;714.54
19/02/2016;GUAVIO;ENDG;TX5;7;562725.51;876.60;876.60;HIDRAULICA;714.54;714.54
19/02/2016;MIEL I;ISGG;TX5;8;278030.07;876.60;876.60;HIDRAULICA;714.54;714.54
19/02/2016;BETANIA;ENDG;TX5;9;199351.35;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;10;338314.05;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;GUATRON;EPMG;TX5;11;115892.25;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;12;324489.86;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;13;387224.61;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;GUATRON;EPMG;TX5;14;112227.73;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;GUATRON;EPMG;TX5;15;49803.95;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;16;361841.57;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;BETANIA;ENDG;TX5;17;187724.14;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;18;399448.56;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;GUATRON;EPMG;TX5;19;78746.77;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;SOGAMOSO;ISGG;TX5;20;508178.84;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;BETANIA;ENDG;TX5;21;238495.72;876.61;876.61;HIDRAULICA;714.54;714.54
19/02/2016;GUAVIO;ENDG;TX5;22;768652.08;876.60;876.60;HIDRAULICA;714.54;714.54
19/02/2016;GUAVIO;ENDG;TX5;23;258296.12;876.60;876.60;HIDRAULICA;714.54;714.54
20/02/2016;GUAVIO;ENDG;TX5;0;322682.06;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;SAN CARLOS;ISGG;TX5;1;1179007.43;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;SAN CARLOS;ISGG;TX5;2;1117805.47;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;SAN CARLOS;ISGG;TX5;3;1097442.26;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;SAN CARLOS;ISGG;TX5;4;1137115.20;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;5;76464.60;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;6;201678.79;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;7;552580.64;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;MIEL I;ISGG;TX5;8;200911.11;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;BETANIA;ENDG;TX5;9;124686.40;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;LA TASAJERA;EPMG;TX5;10;9921.99;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;LA TASAJERA;EPMG;TX5;11;81583.07;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;BETANIA;ENDG;TX5;12;267607.01;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;BETANIA;ENDG;TX5;13;65818.37;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;JAGUAS;ISGG;TX5;14;31494.04;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;MIEL I;ISGG;TX5;15;50735.43;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;16;770868.93;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;17;723691.18;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;BETANIA;ENDG;TX5;18;66743.48;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;LA TASAJERA;EPMG;TX5;19;104381.33;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;BETANIA;ENDG;TX5;20;159350.48;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;JAGUAS;ISGG;TX5;21;26529.95;876.61;876.61;HIDRAULICA;714.74;714.74
20/02/2016;GUAVIO;ENDG;TX5;22;540502.15;876.60;876.60;HIDRAULICA;714.74;714.74
20/02/2016;CALIMA;EPSG;TX5;23;30431.03;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;0;375361.90;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;1;75954.55;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;2;659775.74;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;3;531036.32;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;4;417015.36;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;5;391088.52;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;6;183739.82;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;7;407360.31;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;PORCE III;EPMG;TX5;8;685705.37;876.50;876.50;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;9;235749.62;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;10;505701.51;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;11;783389.22;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;12;898691.63;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;JAGUAS;ISGG;TX5;13;43350.38;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;14;921046.05;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;15;844679.14;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;16;766980.14;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;17;798539.32;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;BETANIA;ENDG;TX5;18;330788.21;876.61;876.61;HIDRAULICA;714.74;714.74
21/02/2016;SOGAMOSO;ISGG;TX5;19;438293.39;876.61;876.61;HIDRAULICA;714.74;714.74
21/02/2016;SOGAMOSO;ISGG;TX5;20;287524.77;876.61;876.61;HIDRAULICA;714.74;714.74
21/02/2016;LA TASAJERA;EPMG;TX5;21;104399.89;876.61;876.61;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;22;890669.76;876.60;876.60;HIDRAULICA;714.74;714.74
21/02/2016;GUAVIO;ENDG;TX5;23;463884.44;876.60;876.60;HIDRAULICA;714.74;714.74
22/02/2016;ALBAN;EPSG;TX5;0;204503.93;780.00;780.00;AUTOG;714.74;780.00
22/02/2016;TERMOVALLE 1;TMVG;TX5;1;133082.27;412.69;412.69;AUTOG;391.46;412.69
22/02/2016;TEBSAB;GECG;TX5;2;391468.55;337.74;337.74;AUTOG;278.67;337.74
22/02/2016;TEBSAB;GECG;TX5;3;399933.91;337.74;337.74;AUTOG;278.67;337.74
22/02/2016;MERILECTRICA 1;CIVG;TX5;4;133211.00;391.46;391.46;TERMICA;361.11;391.46
22/02/2016;PORCE II;EPMG;TX5;5;171109.92;876.59;876.59;HIDRAULICA;714.74;714.74
22/02/2016;GUAVIO;ENDG;TX5;6;138432.01;876.60;876.60;HIDRAULICA;714.74;714.74
22/02/2016;GUAVIO;ENDG;TX5;7;512207.25;876.60;876.60;HIDRAULICA;714.74;714.74
22/02/2016;MIEL I;ISGG;TX5;8;94372.93;876.60;876.60;HIDRAULICA;714.74;714.74
22/02/2016;BETANIA;ENDG;TX5;9;76776.69;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;10;113188.75;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;GUATRON;EPMG;TX5;11;80479.91;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;BETANIA;ENDG;TX5;12;278233.37;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;13;299537.40;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;14;172231.77;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;15;169186.23;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;16;75231.90;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;BETANIA;ENDG;TX5;17;61351.56;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;18;141078.27;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;GUATRON;EPMG;TX5;19;237977.82;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;LA TASAJERA;EPMG;TX5;20;280078.96;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;BETANIA;ENDG;TX5;21;138176.20;876.61;876.61;HIDRAULICA;714.74;714.74
22/02/2016;GUAVIO;ENDG;TX5;22;596454.68;876.60;876.60;HIDRAULICA;424.36;424.36
22/02/2016;PORCE II;EPMG;TX5;23;309541.02;876.59;876.59;HIDRAULICA;424.36;424.36
23/02/2016;TEBSAB;GECG;TX5;0;495163.39;335.74;335.74;AUTOG;287.31;335.74
23/02/2016;TEBSAB;GECG;TX5;1;527813.34;335.74;335.74;AUTOG;287.31;335.74
23/02/2016;TERMOSIERRAB;EPMG;TX5;2;335450.91;336.37;336.37;AUTOG;287.31;336.37
23/02/2016;TEBSAB;GECG;TX5;3;598895.17;335.74;335.74;AUTOG;287.31;335.74
23/02/2016;TERMOVALLE 1;TMVG;TX5;4;114469.22;370.00;370.00;AUTOG;359.11;370.00
23/02/2016;PORCE III;EPMG;TX5;5;345778.52;875.50;875.50;HIDRAULICA;714.74;714.74
23/02/2016;PORCE III;EPMG;TX5;6;498700.20;875.50;875.50;HIDRAULICA;714.74;714.74
23/02/2016;GUATRON;EPMG;TX5;7;78604.01;876.00;876.00;HIDRAULICA;714.74;714.74
23/02/2016;PLAYAS;EPMG;TX5;8;117851.78;876.50;876.50;HIDRAULICA;714.74;714.74
23/02/2016;PAGUA;ENDG;TX5;9;178091.77;876.60;876.60;HIDRAULICA;714.74;714.74
23/02/2016;MIEL I;ISGG;TX5;10;302753.02;876.60;876.60;HIDRAULICA;714.74;714.74
23/02/2016;JAGUAS;ISGG;TX5;11;139780.30;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;JAGUAS;ISGG;TX5;12;27639.55;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;JAGUAS;ISGG;TX5;13;78480.03;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;BETANIA;ENDG;TX5;14;274475.33;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;BETANIA;ENDG;TX5;15;244263.28;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;BETANIA;ENDG;TX5;16;102926.58;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;PAGUA;ENDG;TX5;17;259531.64;876.60;876.60;HIDRAULICA;714.74;714.74
23/02/2016;JAGUAS;ISGG;TX5;18;81176.75;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;LA TASAJERA;EPMG;TX5;19;11519.30;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;BETANIA;ENDG;TX5;20;178183.88;876.61;876.61;HIDRAULICA;714.74;714.74
23/02/2016;MIEL I;ISGG;TX5;21;36568.05;876.60;876.60;HIDRAULICA;714.74;714.74
23/02/2016;GUATRON;EPMG;TX5;22;355110.30;876.00;876.00;HIDRAULICA;714.74;714.74
23/02/2016;PORCE III;EPMG;TX5;23;321357.67;875.50;875.50;HIDRAULICA;714.74;714.74
24/02/2016;GUAVIO;ENDG;TX5;0;552145.18;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;GUAVIO;ENDG;TX5;1;228235.72;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;GUAVIO;ENDG;TX5;2;136716.48;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;GUAVIO;ENDG;TX5;3;94867.83;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;GUAVIO;ENDG;TX5;4;286934.71;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;MIEL I;ISGG;TX5;5;106464.73;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;MIEL I;ISGG;TX5;6;276080.05;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;LA TASAJERA;EPMG;TX5;7;40696.02;876.60;876.60;HIDRAULICA;714.74;714.74
24/02/2016;GUATRON;EPMG;TX5;8;246360.23;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;SOGAMOSO;ISGG;TX5;9;156373.55;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;10;97796.18;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;11;268636.22;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;SOGAMOSO;ISGG;TX5;12;570495.88;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;SOGAMOSO;ISGG;TX5;13;648942.86;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;14;259814.79;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;15;206345.53;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;16;108871.48;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;GUATRON;EPMG;TX5;17;472283.13;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;18;237263.30;876.61;876.61;HIDRAULICA;714.74;714.74
24/02/2016;CHIVOR;CHVG;TX5;19;498979.52;876.61;876.61;HIDRAULICA;422.24;422.24
24/02/2016;CHIVOR;CHVG;TX5;20;204128.06;876.61;876.61;HIDRAULICA;422.24;422.24
24/02/2016;GUATRON;EPMG;TX5;21;458233.65;876.61;876.61;HIDRAULICA;422.24;422.24
24/02/2016;LA TASAJERA;EPMG;TX5;22;155120.79;876.60;876.60;HIDRAULICA;422.24;422.24
24/02/2016;GUAVIO;ENDG;TX5;23;914021.95;876.60;876.60;HIDRAULICA;422.24;422.24
25/02/2016;GUAVIO;ENDG;TX5;0;214149.34;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;PAGUA;ENDG;TX5;1;285406.84;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;PAGUA;ENDG;TX5;2;159929.04;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;PAGUA;ENDG;TX5;3;100607.20;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;PAGUA;ENDG;TX5;4;285959.34;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;GUAVIO;ENDG;TX5;5;660993.43;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;GUAVIO;ENDG;TX5;6;866230.48;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;BETANIA;ENDG;TX5;7;128940.29;876.60;876.60;HIDRAULICA;428.78;428.78
25/02/2016;LA TASAJERA;EPMG;TX5;8;138146.98;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;GUATRON;EPMG;TX5;9;131469.89;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;GUATRON;EPMG;TX5;10;357345.48;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;SOGAMOSO;ISGG;TX5;11;275660.13;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;SOGAMOSO;ISGG;TX5;12;140289.32;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;SOGAMOSO;ISGG;TX5;13;197391.67;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;GUATRON;EPMG;TX5;14;419961.39;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;SOGAMOSO;ISGG;TX5;15;330328.01;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;SOGAMOSO;ISGG;TX5;16;272918.86;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;GUATRON;EPMG;TX5;17;149921.90;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;GUATRON;EPMG;TX5;18;456295.99;876.61;876.61;HIDRAULICA;428.78;428.78
25/02/2016;PORCE II;EPMG;TX5;19;92710.81;876.61;876.61;HIDRAULICA;428.78;428.78
