Fecha;Region Hidrologica;Nombre Embalse;Volumen Útil Diario Mm3;Volumen Útil Diario Energía kWh;Volumen Útil Díario %;Volumen Mm3;Volumen Energía kWh;Volumen %
1/02/2016;ORIENTE;GUAVIO;419.734;1136010100.000;0.541;438.404;1186540400.000;0.552
1/02/2016;VALLE;ALTOANCHICAYA;8.970;11057300.000;0.327;15.830;19513600.000;0.461
1/02/2016;VALLE;CALIMA1;77.050;40050600.000;0.185;176.020;91495200.000;0.341
1/02/2016;VALLE;SALVAJINA;270.660;74648000.000;0.388;362.930;100096100.000;0.460
2/02/2016;ANTIOQUIA;AMANI;222.690;124283300.000;0.505;272.610;152143600.000;0.555
2/02/2016;ANTIOQUIA;MIRAFLORES;59.931;189603700.000;0.621;65.571;207447000.000;0.641
2/02/2016;ANTIOQUIA;PENOL;580.125;2368998500.000;0.578;648.595;2648602500.000;0.605
2/02/2016;ANTIOQUIA;PLAYAS;25.980;50733700.000;0.528;46.500;90805200.000;0.667
2/02/2016;ANTIOQUIA;PORCE II;57.129;84173900.000;0.600;104.579;154086700.000;0.733
2/02/2016;ANTIOQUIA;PORCE III;64.822;55351500.000;0.512;94.132;80379300.000;0.604
2/02/2016;ANTIOQUIA;PUNCHINA;28.600;43452000.000;0.591;36.800;55910200.000;0.650
2/02/2016;ANTIOQUIA;RIOGRANDE2;54.704;198581000.000;0.399;103.514;375766200.000;0.557
2/02/2016;ANTIOQUIA;SAN LORENZO;137.780;364207700.000;0.820;159.300;421093600.000;0.841
2/02/2016;ANTIOQUIA;TRONERAS;6.492;20538700.000;0.326;15.472;48948800.000;0.535
2/02/2016;CARIBE;URRA1;883.050;109851400.000;0.716;1219.800;151743100.000;0.777
2/02/2016;CENTRO;AGREGADO BOGOTA;414.409;1907773300.000;0.478;414.409;1907773300.000;0.478
2/02/2016;CENTRO;BETANIA;591.270;102408000.000;0.735;1086.600;188199100.000;0.836
2/02/2016;CENTRO;EL QUIMBO;1037.360;488700300.000;0.440;1482.800;698547100.000;0.528
2/02/2016;CENTRO;MUNA;5.430;24997500.000;0.446;5.800;26700900.000;0.463
2/02/2016;CENTRO;PRADO;62.830;8576300.000;0.149;392.850;53624000.000;0.523
2/02/2016;CENTRO;TOPOCORO;1054.950;382313900.000;0.388;1633.480;591973200.000;0.495
2/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
2/02/2016;ORIENTE;ESMERALDA;284.400;553982800.000;0.484;307.700;599368800.000;0.504
2/02/2016;ORIENTE;GUAVIO;414.192;1121010600.000;0.534;432.862;1171541000.000;0.545
2/02/2016;VALLE;ALTOANCHICAYA;9.470;11673700.000;0.345;16.330;20130000.000;0.476
2/02/2016;VALLE;CALIMA1;77.170;40113000.000;0.185;176.140;91557600.000;0.341
2/02/2016;VALLE;SALVAJINA;269.500;74328100.000;0.387;361.770;99776200.000;0.458
3/02/2016;ANTIOQUIA;AMANI;222.510;124182800.000;0.504;272.430;152043200.000;0.555
3/02/2016;ANTIOQUIA;MIRAFLORES;59.215;187338500.000;0.613;64.855;205181800.000;0.634
3/02/2016;ANTIOQUIA;PENOL;576.325;2353480800.000;0.574;644.795;2633084900.000;0.602
3/02/2016;ANTIOQUIA;PLAYAS;38.124;74448500.000;0.775;58.644;114520000.000;0.841
3/02/2016;ANTIOQUIA;PORCE II;45.492;67027900.000;0.478;92.942;136940700.000;0.651
3/02/2016;ANTIOQUIA;PORCE III;73.567;62818900.000;0.581;102.877;87846700.000;0.660
3/02/2016;ANTIOQUIA;PUNCHINA;17.430;26481400.000;0.360;25.630;38939700.000;0.453
3/02/2016;ANTIOQUIA;RIOGRANDE2;54.713;198613700.000;0.399;103.523;375798800.000;0.557
3/02/2016;ANTIOQUIA;SAN LORENZO;132.520;350303400.000;0.789;154.040;407189300.000;0.813
3/02/2016;ANTIOQUIA;TRONERAS;8.383;26521300.000;0.420;17.363;54931300.000;0.600
3/02/2016;CARIBE;URRA1;874.050;108731800.000;0.709;1210.800;150623500.000;0.771
3/02/2016;CENTRO;AGREGADO BOGOTA;413.362;1902953300.000;0.477;413.362;1902953300.000;0.477
3/02/2016;CENTRO;BETANIA;564.160;97712500.000;0.701;1059.490;183503700.000;0.815
3/02/2016;CENTRO;EL QUIMBO;1029.750;485115200.000;0.436;1475.190;694962000.000;0.526
3/02/2016;CENTRO;MUNA;4.189;19284500.000;0.344;4.559;20987800.000;0.364
3/02/2016;CENTRO;PRADO;62.550;8538100.000;0.149;392.570;53585800.000;0.523
3/02/2016;CENTRO;TOPOCORO;1048.630;380023500.000;0.385;1627.160;589682800.000;0.493
3/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
3/02/2016;ORIENTE;ESMERALDA;274.820;535321900.000;0.468;298.120;580707900.000;0.488
3/02/2016;ORIENTE;GUAVIO;408.962;1106855700.000;0.527;427.632;1157386000.000;0.539
3/02/2016;VALLE;ALTOANCHICAYA;10.640;13115900.000;0.387;17.500;21572300.000;0.510
3/02/2016;VALLE;CALIMA1;77.400;40232500.000;0.185;176.370;91677100.000;0.342
3/02/2016;VALLE;SALVAJINA;267.780;73853700.000;0.384;360.050;99301800.000;0.456
4/02/2016;ANTIOQUIA;AMANI;221.970;123881500.000;0.503;271.890;151741800.000;0.553
4/02/2016;ANTIOQUIA;MIRAFLORES;58.502;185082800.000;0.606;64.142;202926000.000;0.627
4/02/2016;ANTIOQUIA;PENOL;572.209;2336672700.000;0.570;640.679;2616276800.000;0.598
4/02/2016;ANTIOQUIA;PLAYAS;38.979;76118200.000;0.792;59.499;116189600.000;0.853
4/02/2016;ANTIOQUIA;PORCE II;43.044;63421000.000;0.452;90.494;133333900.000;0.634
4/02/2016;ANTIOQUIA;PORCE III;61.609;52607900.000;0.487;90.919;77635700.000;0.583
4/02/2016;ANTIOQUIA;PUNCHINA;13.780;20936000.000;0.285;21.980;33394200.000;0.388
4/02/2016;ANTIOQUIA;RIOGRANDE2;54.669;198453900.000;0.399;103.479;375639100.000;0.557
4/02/2016;ANTIOQUIA;SAN LORENZO;127.290;336478400.000;0.758;148.810;393364400.000;0.785
4/02/2016;ANTIOQUIA;TRONERAS;8.211;25977100.000;0.412;17.191;54387200.000;0.594
4/02/2016;CARIBE;URRA1;864.440;107536300.000;0.701;1201.190;149428000.000;0.765
4/02/2016;CENTRO;AGREGADO BOGOTA;412.260;1897880100.000;0.475;412.260;1897880100.000;0.475
4/02/2016;CENTRO;BETANIA;567.980;98374100.000;0.706;1063.310;184165300.000;0.818
4/02/2016;CENTRO;EL QUIMBO;1022.130;481525400.000;0.433;1467.570;691372200.000;0.523
4/02/2016;CENTRO;MUNA;4.325;19910600.000;0.355;4.695;21613900.000;0.374
4/02/2016;CENTRO;PRADO;62.830;8576300.000;0.149;392.850;53624000.000;0.523
4/02/2016;CENTRO;TOPOCORO;1043.890;378305700.000;0.384;1622.420;587965000.000;0.492
4/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
4/02/2016;ORIENTE;ESMERALDA;273.000;531776700.000;0.465;296.300;577162800.000;0.485
4/02/2016;ORIENTE;GUAVIO;401.772;1087395900.000;0.518;420.442;1137926300.000;0.529
4/02/2016;VALLE;ALTOANCHICAYA;9.490;11698300.000;0.346;16.350;20154600.000;0.476
4/02/2016;VALLE;CALIMA1;77.520;40294900.000;0.186;176.490;91739500.000;0.342
4/02/2016;VALLE;SALVAJINA;266.200;73418000.000;0.382;358.470;98866000.000;0.454
5/02/2016;ANTIOQUIA;AMANI;223.510;124740900.000;0.506;273.430;152601300.000;0.557
5/02/2016;ANTIOQUIA;MIRAFLORES;57.849;183016900.000;0.599;63.489;200860100.000;0.621
5/02/2016;ANTIOQUIA;PENOL;569.625;2326120700.000;0.568;638.095;2605724700.000;0.595
5/02/2016;ANTIOQUIA;PLAYAS;37.252;72745700.000;0.757;57.772;112817200.000;0.828
5/02/2016;ANTIOQUIA;PORCE II;28.842;42495800.000;0.303;76.292;112408600.000;0.535
5/02/2016;ANTIOQUIA;PORCE III;63.869;54537700.000;0.505;93.179;79565500.000;0.598
5/02/2016;ANTIOQUIA;PUNCHINA;25.130;38180000.000;0.519;33.330;50638300.000;0.589
5/02/2016;ANTIOQUIA;RIOGRANDE2;54.192;196722400.000;0.395;103.002;373907600.000;0.554
5/02/2016;ANTIOQUIA;SAN LORENZO;124.270;328495300.000;0.740;145.790;385381300.000;0.769
5/02/2016;ANTIOQUIA;TRONERAS;9.461;29931800.000;0.474;18.441;58341800.000;0.638
5/02/2016;CARIBE;URRA1;856.050;106492600.000;0.694;1192.800;148384300.000;0.760
5/02/2016;CENTRO;AGREGADO BOGOTA;410.968;1891932300.000;0.474;410.968;1891932300.000;0.474
5/02/2016;CENTRO;BETANIA;574.020;99420300.000;0.713;1069.350;185211400.000;0.823
5/02/2016;CENTRO;EL QUIMBO;1014.520;477940400.000;0.430;1459.960;687787200.000;0.520
5/02/2016;CENTRO;MUNA;5.430;24997500.000;0.446;5.800;26700900.000;0.463
5/02/2016;CENTRO;PRADO;61.690;8420700.000;0.147;391.710;53468400.000;0.522
5/02/2016;CENTRO;TOPOCORO;1001.580;362972600.000;0.368;1580.110;572631900.000;0.479
5/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
5/02/2016;ORIENTE;ESMERALDA;270.250;526420000.000;0.460;293.550;571806000.000;0.481
5/02/2016;ORIENTE;GUAVIO;393.809;1065844100.000;0.508;412.479;1116374400.000;0.519
5/02/2016;VALLE;ALTOANCHICAYA;8.920;10995700.000;0.325;15.780;19452000.000;0.460
5/02/2016;VALLE;CALIMA1;77.870;40476800.000;0.187;176.840;91921400.000;0.342
5/02/2016;VALLE;SALVAJINA;265.060;73103500.000;0.380;357.330;98551600.000;0.453
6/02/2016;ANTIOQUIA;AMANI;223.880;124947400.000;0.507;273.800;152807800.000;0.557
6/02/2016;ANTIOQUIA;MIRAFLORES;57.093;180625100.000;0.591;62.733;198468400.000;0.614
6/02/2016;ANTIOQUIA;PENOL;566.612;2313816800.000;0.565;635.082;2593420900.000;0.593
6/02/2016;ANTIOQUIA;PLAYAS;34.945;68240600.000;0.710;55.465;108312100.000;0.795
6/02/2016;ANTIOQUIA;PORCE II;33.189;48900700.000;0.348;80.639;118813500.000;0.565
6/02/2016;ANTIOQUIA;PORCE III;68.381;58390500.000;0.540;97.691;83418300.000;0.627
6/02/2016;ANTIOQUIA;PUNCHINA;27.710;42099800.000;0.573;35.910;54558100.000;0.635
6/02/2016;ANTIOQUIA;RIOGRANDE2;53.032;192511500.000;0.387;101.842;369696600.000;0.548
6/02/2016;ANTIOQUIA;SAN LORENZO;121.470;321093800.000;0.723;142.990;377979800.000;0.755
6/02/2016;ANTIOQUIA;TRONERAS;7.164;22664700.000;0.359;16.144;51074800.000;0.558
6/02/2016;CARIBE;URRA1;847.050;105373000.000;0.687;1183.800;147264700.000;0.754
6/02/2016;CENTRO;AGREGADO BOGOTA;409.958;1887282600.000;0.473;409.958;1887282600.000;0.473
6/02/2016;CENTRO;BETANIA;580.660;100570300.000;0.722;1075.990;186361500.000;0.828
6/02/2016;CENTRO;EL QUIMBO;1008.610;475156200.000;0.427;1454.050;685003000.000;0.518
6/02/2016;CENTRO;MUNA;4.936;22723400.000;0.406;5.306;24426700.000;0.423
6/02/2016;CENTRO;PRADO;61.410;8382500.000;0.146;391.430;53430200.000;0.521
6/02/2016;CENTRO;TOPOCORO;997.410;361461400.000;0.366;1575.940;571120700.000;0.477
6/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
6/02/2016;ORIENTE;ESMERALDA;270.250;526420000.000;0.460;293.550;571806000.000;0.481
6/02/2016;ORIENTE;GUAVIO;385.524;1043420700.000;0.497;404.194;1093951100.000;0.509
6/02/2016;VALLE;ALTOANCHICAYA;9.740;12006500.000;0.355;16.600;20462800.000;0.484
6/02/2016;VALLE;CALIMA1;77.990;40539200.000;0.187;176.960;91983800.000;0.343
6/02/2016;VALLE;SALVAJINA;263.780;72750500.000;0.379;356.050;98198600.000;0.451
7/02/2016;ANTIOQUIA;AMANI;224.430;125254400.000;0.508;274.350;153114700.000;0.558
7/02/2016;ANTIOQUIA;MIRAFLORES;56.447;178581400.000;0.584;62.087;196424600.000;0.607
7/02/2016;ANTIOQUIA;PENOL;563.488;2301059600.000;0.562;631.958;2580663700.000;0.590
7/02/2016;ANTIOQUIA;PLAYAS;28.431;55520100.000;0.578;48.951;95591500.000;0.702
7/02/2016;ANTIOQUIA;PORCE II;38.757;57104600.000;0.407;86.207;127017400.000;0.604
7/02/2016;ANTIOQUIA;PORCE III;72.599;61992300.000;0.573;101.909;87020100.000;0.654
7/02/2016;ANTIOQUIA;PUNCHINA;36.390;55287300.000;0.752;44.590;67745600.000;0.788
7/02/2016;ANTIOQUIA;RIOGRANDE2;50.209;182263700.000;0.366;99.019;359448900.000;0.533
7/02/2016;ANTIOQUIA;SAN LORENZO;122.460;323710800.000;0.729;143.980;380596700.000;0.760
7/02/2016;ANTIOQUIA;TRONERAS;5.117;16188700.000;0.257;14.097;44598700.000;0.487
7/02/2016;CARIBE;URRA1;837.890;104233500.000;0.679;1174.640;146125200.000;0.748
7/02/2016;CENTRO;AGREGADO BOGOTA;408.615;1881100000.000;0.471;408.615;1881100000.000;0.471
7/02/2016;CENTRO;BETANIA;586.790;101632000.000;0.729;1082.120;187423200.000;0.832
7/02/2016;CENTRO;EL QUIMBO;1001.700;471900900.000;0.424;1447.140;681747700.000;0.516
7/02/2016;CENTRO;MUNA;4.055;18667600.000;0.333;4.425;20370900.000;0.353
7/02/2016;CENTRO;PRADO;61.120;8342900.000;0.145;391.140;53390600.000;0.521
7/02/2016;CENTRO;TOPOCORO;992.720;359761700.000;0.365;1571.250;569421000.000;0.476
7/02/2016;ORIENTE;CHUZA;122.649;564626900.000;0.557;133.159;613010800.000;0.577
7/02/2016;ORIENTE;ESMERALDA;270.640;527179700.000;0.461;293.940;572565700.000;0.481
7/02/2016;ORIENTE;GUAVIO;381.465;1032435000.000;0.492;400.135;1082965400.000;0.504
7/02/2016;VALLE;ALTOANCHICAYA;10.410;12832400.000;0.379;17.270;21288700.000;0.503
7/02/2016;VALLE;CALIMA1;78.110;40601600.000;0.187;177.080;92046200.000;0.343
7/02/2016;VALLE;SALVAJINA;262.080;72281700.000;0.376;354.350;97729700.000;0.449
8/02/2016;ANTIOQUIA;AMANI;227.540;126990100.000;0.516;277.460;154850400.000;0.565
8/02/2016;ANTIOQUIA;MIRAFLORES;55.753;176385800.000;0.577;61.393;194229000.000;0.601
8/02/2016;ANTIOQUIA;PENOL;561.494;2292916900.000;0.560;629.964;2572521000.000;0.588
8/02/2016;ANTIOQUIA;PLAYAS;30.959;60456700.000;0.629;51.479;100528200.000;0.738
8/02/2016;ANTIOQUIA;PORCE II;44.171;65081600.000;0.464;91.621;134994400.000;0.642
8/02/2016;ANTIOQUIA;PORCE III;58.796;50205900.000;0.464;88.106;75233700.000;0.565
8/02/2016;ANTIOQUIA;PUNCHINA;40.360;61318900.000;0.834;48.560;73777200.000;0.858
8/02/2016;ANTIOQUIA;RIOGRANDE2;50.461;183178500.000;0.368;99.271;360363700.000;0.534
8/02/2016;ANTIOQUIA;SAN LORENZO;117.210;309832900.000;0.698;138.730;366718900.000;0.732
8/02/2016;ANTIOQUIA;TRONERAS;7.008;22171200.000;0.351;15.988;50581200.000;0.553
8/02/2016;CARIBE;URRA1;829.250;103158700.000;0.672;1166.000;145050400.000;0.743
8/02/2016;CENTRO;AGREGADO BOGOTA;407.519;1876054500.000;0.470;407.519;1876054500.000;0.470
8/02/2016;CENTRO;BETANIA;571.270;98944000.000;0.710;1066.600;184735100.000;0.820
8/02/2016;CENTRO;EL QUIMBO;997.980;470148400.000;0.423;1443.420;679995200.000;0.514
8/02/2016;CENTRO;MUNA;4.371;20122300.000;0.359;4.741;21825700.000;0.378
8/02/2016;CENTRO;PRADO;61.120;8342900.000;0.145;391.140;53390600.000;0.521
8/02/2016;CENTRO;TOPOCORO;984.390;356742900.000;0.362;1562.920;566402200.000;0.474
8/02/2016;ORIENTE;CHUZA;122.739;565041300.000;0.557;133.249;613425100.000;0.577
8/02/2016;ORIENTE;ESMERALDA;263.380;513037900.000;0.448;286.680;558424000.000;0.469
8/02/2016;ORIENTE;GUAVIO;374.759;1014285200.000;0.483;393.429;1064815600.000;0.495
8/02/2016;VALLE;ALTOANCHICAYA;11.490;14163700.000;0.418;18.350;22620000.000;0.535
8/02/2016;VALLE;CALIMA1;78.340;40721100.000;0.188;177.310;92165700.000;0.343
8/02/2016;VALLE;SALVAJINA;260.100;71735600.000;0.373;352.370;97183600.000;0.447
9/02/2016;ANTIOQUIA;AMANI;228.090;127297000.000;0.517;278.010;155157400.000;0.566
9/02/2016;ANTIOQUIA;MIRAFLORES;55.009;174032000.000;0.570;60.649;191875200.000;0.593
9/02/2016;ANTIOQUIA;PENOL;560.156;2287453000.000;0.558;628.626;2567057100.000;0.587
9/02/2016;ANTIOQUIA;PLAYAS;28.376;55412700.000;0.577;48.896;95484100.000;0.701
9/02/2016;ANTIOQUIA;PORCE II;46.511;68529300.000;0.488;93.961;138442100.000;0.658
9/02/2016;ANTIOQUIA;PORCE III;51.008;43555700.000;0.403;80.318;68583500.000;0.515
9/02/2016;ANTIOQUIA;PUNCHINA;32.070;48724000.000;0.663;40.270;61182200.000;0.712
9/02/2016;ANTIOQUIA;RIOGRANDE2;50.591;183650400.000;0.369;99.401;360835600.000;0.535
9/02/2016;ANTIOQUIA;SAN LORENZO;118.360;312872800.000;0.705;139.880;369758800.000;0.738
9/02/2016;ANTIOQUIA;TRONERAS;8.812;27878500.000;0.442;17.792;56288600.000;0.615
9/02/2016;CARIBE;URRA1;823.080;102391200.000;0.667;1159.830;144282900.000;0.739
9/02/2016;CENTRO;AGREGADO BOGOTA;406.270;1870304600.000;0.468;406.270;1870304600.000;0.468
9/02/2016;CENTRO;BETANIA;575.120;99610800.000;0.761;1019.190;176523700.000;0.849
9/02/2016;CENTRO;EL QUIMBO;1005.420;473653400.000;0.426;1450.860;683500100.000;0.517
9/02/2016;CENTRO;MUNA;5.481;25232300.000;0.450;5.851;26935700.000;0.467
9/02/2016;CENTRO;PRADO;60.830;8303300.000;0.145;390.850;53351000.000;0.521
9/02/2016;CENTRO;TOPOCORO;979.220;354869300.000;0.360;1557.750;564528600.000;0.472
9/02/2016;ORIENTE;CHUZA;122.784;565248400.000;0.557;133.294;613632300.000;0.577
9/02/2016;ORIENTE;ESMERALDA;255.990;498642900.000;0.436;279.290;544029000.000;0.457
9/02/2016;ORIENTE;GUAVIO;368.709;997910900.000;0.476;387.379;1048441300.000;0.488
9/02/2016;VALLE;ALTOANCHICAYA;9.420;11612000.000;0.343;16.280;20068400.000;0.474
9/02/2016;VALLE;CALIMA1;78.460;40783500.000;0.188;177.430;92228100.000;0.344
9/02/2016;VALLE;SALVAJINA;258.550;71308100.000;0.371;350.820;96756200.000;0.445
10/02/2016;ANTIOQUIA;AMANI;229.280;127961200.000;0.519;279.200;155821500.000;0.568
10/02/2016;ANTIOQUIA;MIRAFLORES;54.377;172032500.000;0.563;60.017;189875800.000;0.587
10/02/2016;ANTIOQUIA;PENOL;557.506;2276631500.000;0.556;625.976;2556235600.000;0.584
10/02/2016;ANTIOQUIA;PLAYAS;29.770;58134900.000;0.605;50.290;98206300.000;0.721
10/02/2016;ANTIOQUIA;PORCE II;49.461;72875800.000;0.519;96.911;142788700.000;0.679
10/02/2016;ANTIOQUIA;PORCE III;54.152;46240400.000;0.428;83.462;71268200.000;0.535
10/02/2016;ANTIOQUIA;PUNCHINA;19.650;29854200.000;0.406;27.850;42312500.000;0.492
10/02/2016;ANTIOQUIA;RIOGRANDE2;50.902;184779400.000;0.371;99.712;361964500.000;0.536
10/02/2016;ANTIOQUIA;SAN LORENZO;115.110;304281800.000;0.685;136.630;361167700.000;0.721
10/02/2016;ANTIOQUIA;TRONERAS;7.805;24692700.000;0.391;16.785;53102700.000;0.580
10/02/2016;CARIBE;URRA1;815.890;101496700.000;0.661;1152.640;143388400.000;0.734
10/02/2016;CENTRO;AGREGADO BOGOTA;404.933;1864149600.000;0.467;404.933;1864149600.000;0.467
10/02/2016;CENTRO;BETANIA;532.360;92204800.000;0.704;976.430;169117700.000;0.814
10/02/2016;CENTRO;EL QUIMBO;1008.080;474906500.000;0.427;1453.520;684753300.000;0.518
10/02/2016;CENTRO;MUNA;5.481;25232300.000;0.450;5.851;26935700.000;0.467
10/02/2016;CENTRO;PRADO;60.550;8265100.000;0.144;390.570;53312800.000;0.520
10/02/2016;CENTRO;TOPOCORO;974.570;353184200.000;0.358;1553.100;562843400.000;0.471
10/02/2016;ORIENTE;CHUZA;122.964;566077100.000;0.558;133.474;614460900.000;0.578
10/02/2016;ORIENTE;ESMERALDA;255.760;498194900.000;0.435;279.060;543581000.000;0.457
10/02/2016;ORIENTE;GUAVIO;362.233;980383600.000;0.467;380.903;1030914000.000;0.480
10/02/2016;VALLE;ALTOANCHICAYA;6.590;8123500.000;0.240;13.450;16579800.000;0.392
10/02/2016;VALLE;CALIMA1;78.580;40845900.000;0.188;177.550;92290500.000;0.344
10/02/2016;VALLE;SALVAJINA;257.010;70883400.000;0.369;349.280;96331400.000;0.443
11/02/2016;ANTIOQUIA;AMANI;219.700;122614600.000;0.498;269.620;150474900.000;0.549
11/02/2016;ANTIOQUIA;MIRAFLORES;53.538;169378200.000;0.554;59.178;187221400.000;0.579
11/02/2016;ANTIOQUIA;PENOL;554.838;2265736500.000;0.553;623.308;2545340500.000;0.582
11/02/2016;ANTIOQUIA;PLAYAS;25.656;50101000.000;0.521;46.176;90172500.000;0.662
11/02/2016;ANTIOQUIA;PORCE II;32.398;47735200.000;0.340;79.848;117648000.000;0.560
11/02/2016;ANTIOQUIA;PORCE III;72.953;62294600.000;0.576;102.263;87322400.000;0.656
11/02/2016;ANTIOQUIA;PUNCHINA;15.440;23458000.000;0.319;23.640;35916300.000;0.418
11/02/2016;ANTIOQUIA;RIOGRANDE2;50.677;183962600.000;0.370;99.487;361147800.000;0.535
11/02/2016;ANTIOQUIA;SAN LORENZO;117.210;309832900.000;0.698;138.730;366718900.000;0.732
11/02/2016;ANTIOQUIA;TRONERAS;9.672;30599300.000;0.485;18.652;59009300.000;0.645
11/02/2016;CARIBE;URRA1;809.620;100716700.000;0.656;1146.370;142608400.000;0.730
11/02/2016;CENTRO;AGREGADO BOGOTA;403.652;1858252300.000;0.465;403.652;1858252300.000;0.465
11/02/2016;CENTRO;BETANIA;525.250;90973300.000;0.695;969.320;167886200.000;0.808
11/02/2016;CENTRO;EL QUIMBO;1015.610;478453900.000;0.430;1461.050;688300700.000;0.521
11/02/2016;CENTRO;MUNA;5.892;27124400.000;0.484;6.262;28827700.000;0.499
11/02/2016;CENTRO;PRADO;60.550;8265100.000;0.144;390.570;53312800.000;0.520
11/02/2016;CENTRO;TOPOCORO;967.340;350564000.000;0.355;1545.870;560223300.000;0.468
11/02/2016;ORIENTE;CHUZA;123.054;566491400.000;0.558;133.564;614875200.000;0.578
11/02/2016;ORIENTE;ESMERALDA;256.140;498935100.000;0.436;279.440;544321200.000;0.457
11/02/2016;ORIENTE;GUAVIO;355.256;961500400.000;0.458;373.926;1012030700.000;0.471
11/02/2016;VALLE;ALTOANCHICAYA;6.020;7420900.000;0.219;12.880;15877200.000;0.375
11/02/2016;VALLE;CALIMA1;78.810;40965400.000;0.189;177.780;92410000.000;0.344
11/02/2016;VALLE;SALVAJINA;255.190;70381400.000;0.366;347.460;95829500.000;0.440
12/02/2016;ANTIOQUIA;AMANI;219.880;122715000.000;0.498;269.800;150575400.000;0.549
12/02/2016;ANTIOQUIA;MIRAFLORES;52.707;166749100.000;0.546;58.347;184592400.000;0.571
12/02/2016;ANTIOQUIA;PENOL;552.375;2255678600.000;0.551;620.845;2535282600.000;0.579
12/02/2016;ANTIOQUIA;PLAYAS;35.249;68834200.000;0.716;55.769;108905700.000;0.800
12/02/2016;ANTIOQUIA;PORCE II;36.452;53708400.000;0.383;83.902;123621200.000;0.588
12/02/2016;ANTIOQUIA;PORCE III;64.129;54759800.000;0.507;93.439;79787600.000;0.599
12/02/2016;ANTIOQUIA;PUNCHINA;11.770;17882200.000;0.243;19.970;30340400.000;0.353
12/02/2016;ANTIOQUIA;RIOGRANDE2;49.067;178118100.000;0.358;97.877;355303300.000;0.527
12/02/2016;ANTIOQUIA;SAN LORENZO;114.250;302008500.000;0.680;135.770;358894400.000;0.716
12/02/2016;ANTIOQUIA;TRONERAS;7.465;23617000.000;0.374;16.445;52027000.000;0.569
12/02/2016;CARIBE;URRA1;802.700;99855900.000;0.651;1139.450;141747600.000;0.726
12/02/2016;CENTRO;AGREGADO BOGOTA;402.563;1853239000.000;0.464;402.563;1853239000.000;0.464
12/02/2016;CENTRO;BETANIA;532.870;92293100.000;0.705;976.940;169206000.000;0.814
12/02/2016;CENTRO;EL QUIMBO;1017.240;479221800.000;0.431;1462.680;689068500.000;0.521
12/02/2016;CENTRO;MUNA;5.481;25232300.000;0.450;5.851;26935700.000;0.467
12/02/2016;CENTRO;PRADO;59.980;8187300.000;0.143;390.000;53235000.000;0.520
12/02/2016;CENTRO;TOPOCORO;964.240;349440600.000;0.354;1542.770;559099800.000;0.467
12/02/2016;ORIENTE;CHUZA;123.099;566698600.000;0.559;133.609;615082400.000;0.579
12/02/2016;ORIENTE;ESMERALDA;248.110;483293500.000;0.422;271.410;528679500.000;0.444
