Fecha;Region Hidrologica;Nombre Embalse;Volumen Útil Diario Mm3;Volumen Útil Diario Energía kWh;Volumen Útil Díario %;Volumen Mm3;Volumen Energía kWh;Volumen %
12/02/2016;ORIENTE;GUAVIO;350.280;948032800.000;0.452;368.950;998563200.000;0.465
12/02/2016;VALLE;ALTOANCHICAYA;9.350;11525700.000;0.340;16.210;19982100.000;0.472
12/02/2016;VALLE;CALIMA1;79.050;41090200.000;0.189;178.020;92534800.000;0.345
12/02/2016;VALLE;SALVAJINA;253.660;69959400.000;0.364;345.930;95407500.000;0.438
13/02/2016;ANTIOQUIA;AMANI;220.330;122966200.000;0.499;270.250;150826500.000;0.550
13/02/2016;ANTIOQUIA;MIRAFLORES;51.933;164300400.000;0.538;57.573;182143700.000;0.563
13/02/2016;ANTIOQUIA;PENOL;548.488;2239805600.000;0.547;616.958;2519409700.000;0.576
13/02/2016;ANTIOQUIA;PLAYAS;33.505;65428600.000;0.681;54.025;105500000.000;0.775
13/02/2016;ANTIOQUIA;PORCE II;40.614;59840700.000;0.426;88.064;129753500.000;0.617
13/02/2016;ANTIOQUIA;PORCE III;61.731;52712100.000;0.488;91.041;77739900.000;0.584
13/02/2016;ANTIOQUIA;PUNCHINA;23.200;35247800.000;0.479;31.400;47706000.000;0.555
13/02/2016;ANTIOQUIA;RIOGRANDE2;47.467;172310000.000;0.346;96.277;349495100.000;0.518
13/02/2016;ANTIOQUIA;SAN LORENZO;110.900;293153100.000;0.660;132.420;350039000.000;0.699
13/02/2016;ANTIOQUIA;TRONERAS;5.477;17327600.000;0.275;14.457;45737600.000;0.500
13/02/2016;CARIBE;URRA1;795.480;98957700.000;0.645;1132.230;140849400.000;0.721
13/02/2016;CENTRO;AGREGADO BOGOTA;401.565;1848644600.000;0.463;401.565;1848644600.000;0.463
13/02/2016;CENTRO;BETANIA;538.510;93269900.000;0.712;982.580;170182900.000;0.819
13/02/2016;CENTRO;EL QUIMBO;1010.740;476159600.000;0.428;1456.180;686006400.000;0.519
13/02/2016;CENTRO;MUNA;4.417;20334100.000;0.363;4.787;22037400.000;0.382
13/02/2016;CENTRO;PRADO;59.410;8109500.000;0.141;389.430;53157200.000;0.519
13/02/2016;CENTRO;TOPOCORO;961.140;348317100.000;0.353;1539.670;557976400.000;0.467
13/02/2016;ORIENTE;CHUZA;123.144;566905700.000;0.559;133.654;615289600.000;0.579
13/02/2016;ORIENTE;ESMERALDA;244.600;476456300.000;0.416;267.900;521842400.000;0.439
13/02/2016;ORIENTE;GUAVIO;344.400;932118600.000;0.444;363.070;982649000.000;0.457
13/02/2016;VALLE;ALTOANCHICAYA;9.740;12006500.000;0.355;16.600;20462800.000;0.484
13/02/2016;VALLE;CALIMA1;79.280;41209700.000;0.190;178.250;92654400.000;0.345
13/02/2016;VALLE;SALVAJINA;251.580;69385800.000;0.361;343.850;94833800.000;0.436
14/02/2016;ANTIOQUIA;AMANI;221.880;123831200.000;0.503;271.800;151691600.000;0.553
14/02/2016;ANTIOQUIA;MIRAFLORES;51.063;161548000.000;0.529;56.703;179391300.000;0.555
14/02/2016;ANTIOQUIA;PENOL;545.862;2229082100.000;0.544;614.332;2508686200.000;0.573
14/02/2016;ANTIOQUIA;PLAYAS;42.678;83341600.000;0.867;63.198;123413100.000;0.906
14/02/2016;ANTIOQUIA;PORCE II;45.897;67624600.000;0.482;93.347;137537500.000;0.654
14/02/2016;ANTIOQUIA;PORCE III;66.629;56894500.000;0.526;95.939;81922300.000;0.615
14/02/2016;ANTIOQUIA;PUNCHINA;24.670;37481100.000;0.510;32.870;49939400.000;0.581
14/02/2016;ANTIOQUIA;RIOGRANDE2;46.525;168890400.000;0.339;95.335;346075600.000;0.513
14/02/2016;ANTIOQUIA;SAN LORENZO;108.020;285540100.000;0.643;129.540;342426000.000;0.684
14/02/2016;ANTIOQUIA;TRONERAS;3.275;10361100.000;0.164;12.255;38771100.000;0.424
14/02/2016;CARIBE;URRA1;788.710;98115500.000;0.639;1125.460;140007200.000;0.717
14/02/2016;CENTRO;AGREGADO BOGOTA;400.237;1842531100.000;0.462;400.237;1842531100.000;0.462
14/02/2016;CENTRO;BETANIA;544.710;94343800.000;0.721;988.780;171256700.000;0.824
14/02/2016;CENTRO;EL QUIMBO;1002.760;472400200.000;0.425;1448.200;682247000.000;0.516
14/02/2016;CENTRO;MUNA;4.189;19284500.000;0.344;4.559;20987800.000;0.364
14/02/2016;CENTRO;PRADO;57.700;7876100.000;0.137;387.720;52923800.000;0.516
14/02/2016;CENTRO;TOPOCORO;957.530;347008900.000;0.352;1536.060;556668100.000;0.465
14/02/2016;ORIENTE;CHUZA;123.144;566905700.000;0.559;133.654;615289600.000;0.579
14/02/2016;ORIENTE;ESMERALDA;242.960;473261800.000;0.413;266.260;518647900.000;0.436
14/02/2016;ORIENTE;GUAVIO;338.039;914902600.000;0.436;356.709;965432900.000;0.449
14/02/2016;VALLE;ALTOANCHICAYA;8.470;10441000.000;0.308;15.330;18897300.000;0.447
14/02/2016;VALLE;CALIMA1;79.400;41272100.000;0.190;178.370;92716700.000;0.345
14/02/2016;VALLE;SALVAJINA;249.920;68927900.000;0.359;342.190;94376000.000;0.434
15/02/2016;ANTIOQUIA;AMANI;212.400;118540400.000;0.481;262.320;146400800.000;0.534
15/02/2016;ANTIOQUIA;MIRAFLORES;50.150;158659600.000;0.519;55.790;176502800.000;0.546
15/02/2016;ANTIOQUIA;PENOL;545.394;2227170900.000;0.544;613.864;2506775000.000;0.573
15/02/2016;ANTIOQUIA;PLAYAS;36.028;70355500.000;0.732;56.548;110426900.000;0.811
15/02/2016;ANTIOQUIA;PORCE II;40.842;60176600.000;0.429;88.292;130089400.000;0.619
15/02/2016;ANTIOQUIA;PORCE III;67.252;57426500.000;0.531;96.562;82454300.000;0.619
15/02/2016;ANTIOQUIA;PUNCHINA;35.350;53707300.000;0.731;43.550;66165500.000;0.770
15/02/2016;ANTIOQUIA;RIOGRANDE2;44.789;162588500.000;0.327;93.599;339773700.000;0.504
15/02/2016;ANTIOQUIA;SAN LORENZO;108.860;287760500.000;0.648;130.380;344646500.000;0.688
15/02/2016;ANTIOQUIA;TRONERAS;2.406;7611900.000;0.121;11.386;36021900.000;0.394
15/02/2016;CARIBE;URRA1;779.330;96948700.000;0.632;1116.080;138840400.000;0.711
15/02/2016;CENTRO;AGREGADO BOGOTA;399.206;1837784700.000;0.460;399.206;1837784700.000;0.460
15/02/2016;CENTRO;BETANIA;550.450;95337900.000;0.728;994.520;172250900.000;0.829
15/02/2016;CENTRO;EL QUIMBO;994.260;468395900.000;0.421;1439.700;678242700.000;0.513
15/02/2016;CENTRO;MUNA;3.923;18059900.000;0.322;4.293;19763300.000;0.342
15/02/2016;CENTRO;PRADO;57.360;7829600.000;0.136;387.380;52877400.000;0.516
15/02/2016;CENTRO;TOPOCORO;914.340;331356800.000;0.336;1492.870;541016100.000;0.452
15/02/2016;ORIENTE;CHUZA;123.189;567112900.000;0.559;133.699;615496700.000;0.579
15/02/2016;ORIENTE;ESMERALDA;236.220;460132900.000;0.402;259.520;505519000.000;0.425
15/02/2016;ORIENTE;GUAVIO;336.870;911738700.000;0.434;355.540;962269000.000;0.448
15/02/2016;VALLE;ALTOANCHICAYA;6.630;8172800.000;0.241;13.490;16629100.000;0.393
15/02/2016;VALLE;CALIMA1;79.280;41209700.000;0.190;178.250;92654400.000;0.345
15/02/2016;VALLE;SALVAJINA;247.860;68359800.000;0.356;340.130;93807900.000;0.431
16/02/2016;ANTIOQUIA;AMANI;206.080;115013200.000;0.467;256.000;142873600.000;0.521
16/02/2016;ANTIOQUIA;MIRAFLORES;49.094;155318700.000;0.508;54.734;173162000.000;0.535
16/02/2016;ANTIOQUIA;PENOL;546.719;2232581700.000;0.545;615.189;2512185800.000;0.574
16/02/2016;ANTIOQUIA;PLAYAS;32.040;62567700.000;0.651;52.560;102639200.000;0.754
16/02/2016;ANTIOQUIA;PORCE II;39.966;58885900.000;0.420;87.416;128798700.000;0.613
16/02/2016;ANTIOQUIA;PORCE III;60.088;51309100.000;0.475;89.398;76337000.000;0.573
16/02/2016;ANTIOQUIA;PUNCHINA;29.480;44789000.000;0.609;37.680;57247200.000;0.666
16/02/2016;ANTIOQUIA;RIOGRANDE2;42.192;153161200.000;0.308;91.002;330346400.000;0.490
16/02/2016;ANTIOQUIA;SAN LORENZO;105.600;279143000.000;0.629;127.120;336029000.000;0.671
16/02/2016;ANTIOQUIA;TRONERAS;4.570;14458100.000;0.229;13.550;42868100.000;0.469
16/02/2016;CARIBE;URRA1;769.490;95724600.000;0.624;1106.240;137616300.000;0.704
16/02/2016;CENTRO;AGREGADO BOGOTA;398.125;1832808300.000;0.459;398.125;1832808300.000;0.459
16/02/2016;CENTRO;BETANIA;548.360;94976000.000;0.725;992.430;171888900.000;0.827
16/02/2016;CENTRO;EL QUIMBO;989.470;466139300.000;0.419;1434.910;675986100.000;0.511
16/02/2016;CENTRO;MUNA;3.835;17654800.000;0.315;4.205;19358100.000;0.335
16/02/2016;CENTRO;PRADO;54.570;7448800.000;0.130;384.590;52496500.000;0.512
16/02/2016;CENTRO;TOPOCORO;905.640;328203900.000;0.333;1484.170;537863200.000;0.450
16/02/2016;ORIENTE;CHUZA;123.280;567531800.000;0.559;133.790;615915600.000;0.579
16/02/2016;ORIENTE;ESMERALDA;234.970;457698100.000;0.400;258.270;503084100.000;0.423
16/02/2016;ORIENTE;GUAVIO;331.216;896436100.000;0.427;349.886;946966500.000;0.441
16/02/2016;VALLE;ALTOANCHICAYA;4.020;4955500.000;0.146;10.880;13411800.000;0.317
16/02/2016;VALLE;CALIMA1;77.520;40294900.000;0.186;176.490;91739500.000;0.342
16/02/2016;VALLE;SALVAJINA;245.810;67794400.000;0.353;338.080;93242500.000;0.428
17/02/2016;ANTIOQUIA;AMANI;203.960;113830100.000;0.462;253.880;141690400.000;0.517
17/02/2016;ANTIOQUIA;MIRAFLORES;48.197;152480800.000;0.499;53.837;170324100.000;0.527
17/02/2016;ANTIOQUIA;PENOL;551.094;2250447500.000;0.549;619.564;2530051600.000;0.578
17/02/2016;ANTIOQUIA;PLAYAS;29.568;57740400.000;0.601;50.088;97811800.000;0.718
17/02/2016;ANTIOQUIA;PORCE II;30.456;44873900.000;0.320;77.906;114786700.000;0.546
17/02/2016;ANTIOQUIA;PORCE III;62.548;53409700.000;0.494;91.858;78437500.000;0.589
17/02/2016;ANTIOQUIA;PUNCHINA;32.740;49741900.000;0.677;40.940;62200100.000;0.723
17/02/2016;ANTIOQUIA;RIOGRANDE2;40.337;146427300.000;0.294;89.147;323612500.000;0.480
17/02/2016;ANTIOQUIA;SAN LORENZO;105.940;280041800.000;0.631;127.460;336927800.000;0.673
17/02/2016;ANTIOQUIA;TRONERAS;6.848;21665000.000;0.343;15.828;50075000.000;0.547
17/02/2016;CARIBE;URRA1;759.800;94519100.000;0.616;1096.550;136410800.000;0.698
17/02/2016;CENTRO;AGREGADO BOGOTA;397.046;1827841000.000;0.458;397.046;1827841000.000;0.458
17/02/2016;CENTRO;BETANIA;553.070;95791700.000;0.732;997.140;172704600.000;0.831
17/02/2016;CENTRO;EL QUIMBO;986.810;464886200.000;0.418;1432.250;674733000.000;0.510
17/02/2016;CENTRO;MUNA;3.835;17654800.000;0.315;4.205;19358100.000;0.335
17/02/2016;CENTRO;PRADO;51.310;7003800.000;0.122;381.330;52051500.000;0.508
17/02/2016;CENTRO;TOPOCORO;903.080;327276200.000;0.332;1481.610;536935500.000;0.449
17/02/2016;ORIENTE;CHUZA;123.325;567739000.000;0.560;133.835;616122800.000;0.580
17/02/2016;ORIENTE;ESMERALDA;235.190;458126600.000;0.400;258.490;503512700.000;0.423
17/02/2016;ORIENTE;GUAVIO;323.724;876159000.000;0.417;342.394;926689400.000;0.431
17/02/2016;VALLE;ALTOANCHICAYA;5.400;6656600.000;0.197;12.260;15112900.000;0.357
17/02/2016;VALLE;CALIMA1;73.460;38184500.000;0.176;172.430;89629100.000;0.334
17/02/2016;VALLE;SALVAJINA;243.090;67044200.000;0.349;335.360;92492300.000;0.425
18/02/2016;ANTIOQUIA;AMANI;203.780;113729600.000;0.462;253.700;141590000.000;0.516
18/02/2016;ANTIOQUIA;MIRAFLORES;47.308;149668300.000;0.490;52.948;167511600.000;0.518
18/02/2016;ANTIOQUIA;PENOL;552.344;2255552000.000;0.551;620.814;2535156100.000;0.579
18/02/2016;ANTIOQUIA;PLAYAS;34.928;68207400.000;0.710;55.448;108278900.000;0.795
18/02/2016;ANTIOQUIA;PORCE II;36.854;54300700.000;0.387;84.304;124213500.000;0.591
18/02/2016;ANTIOQUIA;PORCE III;54.155;46243000.000;0.428;83.465;71270800.000;0.535
18/02/2016;ANTIOQUIA;PUNCHINA;20.390;30978500.000;0.421;28.590;43436800.000;0.505
18/02/2016;ANTIOQUIA;RIOGRANDE2;38.230;138778700.000;0.279;87.040;315963900.000;0.468
18/02/2016;ANTIOQUIA;SAN LORENZO;102.970;272190900.000;0.613;124.490;329076900.000;0.657
18/02/2016;ANTIOQUIA;TRONERAS;4.273;13518500.000;0.214;13.253;41928500.000;0.458
18/02/2016;CARIBE;URRA1;749.710;93263900.000;0.608;1086.460;135155600.000;0.692
18/02/2016;CENTRO;AGREGADO BOGOTA;395.778;1822003600.000;0.456;395.778;1822003600.000;0.456
18/02/2016;CENTRO;BETANIA;558.340;96704500.000;0.739;1002.410;173617400.000;0.835
18/02/2016;CENTRO;EL QUIMBO;983.090;463133700.000;0.417;1428.530;672980500.000;0.509
18/02/2016;CENTRO;MUNA;4.144;19077300.000;0.341;4.514;20780700.000;0.360
18/02/2016;CENTRO;PRADO;51.740;7062500.000;0.123;381.760;52110200.000;0.509
18/02/2016;CENTRO;TOPOCORO;901.040;326536900.000;0.331;1479.570;536196200.000;0.448
18/02/2016;ORIENTE;CHUZA;123.370;567946100.000;0.560;133.880;616330000.000;0.580
18/02/2016;ORIENTE;ESMERALDA;235.480;458691500.000;0.401;258.780;504077600.000;0.424
18/02/2016;ORIENTE;GUAVIO;320.018;866128700.000;0.413;338.688;916659100.000;0.427
18/02/2016;VALLE;ALTOANCHICAYA;2.360;2909200.000;0.086;9.220;11365500.000;0.269
18/02/2016;VALLE;CALIMA1;67.650;35164500.000;0.162;166.620;86609100.000;0.323
18/02/2016;VALLE;SALVAJINA;239.310;66001700.000;0.343;331.580;91449800.000;0.420
19/02/2016;ANTIOQUIA;AMANI;203.520;113584500.000;0.461;253.440;141444900.000;0.516
19/02/2016;ANTIOQUIA;MIRAFLORES;46.427;146881100.000;0.481;52.067;164724400.000;0.509
19/02/2016;ANTIOQUIA;PENOL;553.328;2259570200.000;0.552;621.798;2539174300.000;0.580
19/02/2016;ANTIOQUIA;PLAYAS;28.461;55578600.000;0.578;48.981;95650100.000;0.702
19/02/2016;ANTIOQUIA;PORCE II;42.169;62131800.000;0.443;89.619;132044600.000;0.628
19/02/2016;ANTIOQUIA;PORCE III;43.110;36811600.000;0.341;72.420;61839400.000;0.465
19/02/2016;ANTIOQUIA;PUNCHINA;30.810;46809600.000;0.637;39.010;59267900.000;0.689
19/02/2016;ANTIOQUIA;RIOGRANDE2;35.726;129689000.000;0.261;84.536;306874100.000;0.455
19/02/2016;ANTIOQUIA;SAN LORENZO;100.210;264895100.000;0.597;121.730;321781100.000;0.642
19/02/2016;ANTIOQUIA;TRONERAS;4.547;14385300.000;0.228;13.527;42795400.000;0.468
19/02/2016;CARIBE;URRA1;742.250;92335900.000;0.602;1079.000;134227600.000;0.687
19/02/2016;CENTRO;AGREGADO BOGOTA;394.790;1817455200.000;0.455;394.790;1817455200.000;0.455
19/02/2016;CENTRO;BETANIA;545.230;94433800.000;0.721;989.300;171346800.000;0.824
19/02/2016;CENTRO;EL QUIMBO;976.710;460128100.000;0.414;1422.150;669974900.000;0.507
19/02/2016;CENTRO;MUNA;3.619;16660400.000;0.297;3.989;18363800.000;0.318
19/02/2016;CENTRO;PRADO;49.470;6752700.000;0.118;379.490;51800400.000;0.506
19/02/2016;CENTRO;TOPOCORO;887.230;321532200.000;0.326;1465.760;531191400.000;0.444
19/02/2016;ORIENTE;CHUZA;123.370;567946100.000;0.560;133.880;616330000.000;0.580
19/02/2016;ORIENTE;ESMERALDA;227.460;443069300.000;0.387;250.760;488455400.000;0.410
19/02/2016;ORIENTE;GUAVIO;314.543;851310600.000;0.406;333.213;901841000.000;0.420
19/02/2016;VALLE;ALTOANCHICAYA;3.600;4437700.000;0.131;10.460;12894000.000;0.305
19/02/2016;VALLE;CALIMA1;64.060;33298400.000;0.153;163.030;84743000.000;0.316
19/02/2016;VALLE;SALVAJINA;237.300;65447300.000;0.341;329.570;90895400.000;0.418
20/02/2016;ANTIOQUIA;AMANI;201.930;112697100.000;0.457;251.850;140557500.000;0.513
20/02/2016;ANTIOQUIA;MIRAFLORES;45.602;144271000.000;0.472;51.242;162114300.000;0.501
20/02/2016;ANTIOQUIA;PENOL;555.988;2270432600.000;0.554;624.458;2550036700.000;0.583
20/02/2016;ANTIOQUIA;PLAYAS;21.431;41850500.000;0.435;41.951;81921900.000;0.602
20/02/2016;ANTIOQUIA;PORCE II;33.121;48800500.000;0.348;80.571;118713300.000;0.565
20/02/2016;ANTIOQUIA;PORCE III;56.254;48035300.000;0.444;85.564;73063100.000;0.549
20/02/2016;ANTIOQUIA;PUNCHINA;24.190;36751900.000;0.500;32.390;49210100.000;0.572
20/02/2016;ANTIOQUIA;RIOGRANDE2;35.195;127761400.000;0.257;84.005;304946600.000;0.452
20/02/2016;ANTIOQUIA;SAN LORENZO;97.960;258947500.000;0.583;119.480;315833400.000;0.631
20/02/2016;ANTIOQUIA;TRONERAS;6.336;20045200.000;0.318;15.316;48455200.000;0.530
20/02/2016;CARIBE;URRA1;733.420;91237400.000;0.595;1070.170;133129100.000;0.681
20/02/2016;CENTRO;AGREGADO BOGOTA;393.475;1811401500.000;0.454;393.475;1811401500.000;0.454
20/02/2016;CENTRO;BETANIA;538.510;93269900.000;0.712;982.580;170182900.000;0.819
20/02/2016;CENTRO;EL QUIMBO;977.250;460382500.000;0.414;1422.690;670229300.000;0.507
20/02/2016;CENTRO;MUNA;3.199;14726900.000;0.263;3.569;16430200.000;0.285
20/02/2016;CENTRO;PRADO;48.340;6598400.000;0.115;378.360;51646100.000;0.504
20/02/2016;CENTRO;TOPOCORO;879.080;318578600.000;0.323;1457.610;528237900.000;0.442
20/02/2016;ORIENTE;CHUZA;123.415;568153300.000;0.560;133.925;616537100.000;0.580
20/02/2016;ORIENTE;ESMERALDA;227.820;443770600.000;0.388;251.120;489156600.000;0.411
20/02/2016;ORIENTE;GUAVIO;309.343;837236800.000;0.399;328.013;887767200.000;0.413
20/02/2016;VALLE;ALTOANCHICAYA;4.880;6015600.000;0.178;11.740;14471900.000;0.342
20/02/2016;VALLE;CALIMA1;62.510;32492700.000;0.150;161.480;83937300.000;0.313
20/02/2016;VALLE;SALVAJINA;235.970;65080500.000;0.339;328.240;90528600.000;0.416
21/02/2016;ANTIOQUIA;AMANI;201.760;112602300.000;0.457;251.680;140462600.000;0.512
21/02/2016;ANTIOQUIA;MIRAFLORES;44.783;141680000.000;0.464;50.423;159523200.000;0.493
21/02/2016;ANTIOQUIA;PENOL;561.578;2293259900.000;0.560;630.048;2572864000.000;0.588
21/02/2016;ANTIOQUIA;PLAYAS;29.610;57822400.000;0.602;50.130;97893900.000;0.719
21/02/2016;ANTIOQUIA;PORCE II;37.831;55740200.000;0.397;85.281;125653000.000;0.598
21/02/2016;ANTIOQUIA;PORCE III;44.090;37648500.000;0.348;73.400;62676300.000;0.471
21/02/2016;ANTIOQUIA;PUNCHINA;28.320;43026600.000;0.585;36.520;55484800.000;0.645
21/02/2016;ANTIOQUIA;RIOGRANDE2;34.812;126371000.000;0.254;83.622;303556200.000;0.450
21/02/2016;ANTIOQUIA;SAN LORENZO;97.640;258101600.000;0.581;119.160;314987500.000;0.629
21/02/2016;ANTIOQUIA;TRONERAS;7.703;24370000.000;0.386;16.683;52780000.000;0.577
21/02/2016;CARIBE;URRA1;725.870;90298200.000;0.588;1062.620;132189900.000;0.677
21/02/2016;CENTRO;AGREGADO BOGOTA;392.402;1806461800.000;0.452;392.402;1806461800.000;0.452
21/02/2016;CENTRO;BETANIA;526.270;91150000.000;0.696;970.340;168062900.000;0.809
21/02/2016;CENTRO;EL QUIMBO;972.460;458125900.000;0.412;1417.900;667972700.000;0.505
21/02/2016;CENTRO;MUNA;3.534;16269100.000;0.290;3.904;17972500.000;0.311
21/02/2016;CENTRO;PRADO;46.360;6328100.000;0.110;376.380;51375900.000;0.501
21/02/2016;CENTRO;TOPOCORO;874.520;316926000.000;0.321;1453.050;526585300.000;0.440
21/02/2016;ORIENTE;CHUZA;123.460;568360500.000;0.560;133.970;616744300.000;0.580
21/02/2016;ORIENTE;ESMERALDA;227.970;444062800.000;0.388;251.270;489448800.000;0.411
21/02/2016;ORIENTE;GUAVIO;305.440;826673400.000;0.394;324.110;877203700.000;0.408
21/02/2016;VALLE;ALTOANCHICAYA;13.930;17171500.000;0.507;20.790;25627800.000;0.606
21/02/2016;VALLE;CALIMA1;61.410;31920900.000;0.147;160.380;83365500.000;0.311
21/02/2016;VALLE;SALVAJINA;234.500;64675100.000;0.336;326.770;90123200.000;0.414
22/02/2016;ANTIOQUIA;AMANI;197.200;110057300.000;0.447;247.120;137917700.000;0.503
22/02/2016;ANTIOQUIA;MIRAFLORES;44.162;139715300.000;0.457;49.802;157558600.000;0.487
22/02/2016;ANTIOQUIA;PENOL;563.738;2302080500.000;0.562;632.208;2581684600.000;0.590
22/02/2016;ANTIOQUIA;PLAYAS;34.420;67215400.000;0.699;54.940;107286800.000;0.788
22/02/2016;ANTIOQUIA;PORCE II;29.773;43867500.000;0.313;77.223;113780400.000;0.541
22/02/2016;ANTIOQUIA;PORCE III;56.971;48647500.000;0.450;86.281;73675300.000;0.553
22/02/2016;ANTIOQUIA;PUNCHINA;29.280;44485100.000;0.605;37.480;56943400.000;0.662
22/02/2016;ANTIOQUIA;RIOGRANDE2;34.291;124479800.000;0.250;83.101;301664900.000;0.447
22/02/2016;ANTIOQUIA;SAN LORENZO;95.510;252471100.000;0.569;117.030;309357100.000;0.618
22/02/2016;ANTIOQUIA;TRONERAS;8.891;28128500.000;0.446;17.871;56538500.000;0.618
22/02/2016;CARIBE;URRA1;715.360;88990800.000;0.580;1052.110;130882500.000;0.670
22/02/2016;CENTRO;AGREGADO BOGOTA;391.473;1802185100.000;0.451;391.473;1802185100.000;0.451
22/02/2016;CENTRO;BETANIA;515.200;89232600.000;0.681;959.270;166145600.000;0.799
22/02/2016;CENTRO;EL QUIMBO;969.800;456872800.000;0.411;1415.240;666719600.000;0.504
22/02/2016;CENTRO;MUNA;3.449;15877800.000;0.283;3.819;17581100.000;0.305
22/02/2016;CENTRO;PRADO;44.670;6097500.000;0.106;374.690;51145200.000;0.499
22/02/2016;CENTRO;TOPOCORO;834.010;302245200.000;0.306;1412.540;511904500.000;0.428
22/02/2016;ORIENTE;CHUZA;123.505;568567600.000;0.560;134.015;616951500.000;0.580
22/02/2016;ORIENTE;ESMERALDA;218.350;425324000.000;0.372;241.650;470710000.000;0.396
22/02/2016;ORIENTE;GUAVIO;300.837;814215300.000;0.388;319.507;864745700.000;0.402
22/02/2016;VALLE;ALTOANCHICAYA;13.210;16284000.000;0.481;20.070;24740300.000;0.585
22/02/2016;VALLE;CALIMA1;60.640;31520700.000;0.145;159.610;82965300.000;0.309
22/02/2016;VALLE;SALVAJINA;233.970;64528900.000;0.336;326.240;89977000.000;0.413
23/02/2016;ANTIOQUIA;AMANI;192.180;107255700.000;0.435;242.100;135116000.000;0.493
23/02/2016;ANTIOQUIA;MIRAFLORES;44.067;139414800.000;0.456;49.707;157258000.000;0.486
23/02/2016;ANTIOQUIA;PENOL;565.244;2308230400.000;0.563;633.714;2587834500.000;0.591
23/02/2016;ANTIOQUIA;PLAYAS;31.924;62341200.000;0.649;52.444;102412600.000;0.752
23/02/2016;ANTIOQUIA;PORCE II;35.643;52516400.000;0.374;83.093;122429200.000;0.582
23/02/2016;ANTIOQUIA;PORCE III;49.910;42618100.000;0.394;79.220;67646000.000;0.508
23/02/2016;ANTIOQUIA;PUNCHINA;17.900;27195500.000;0.370;26.100;39653700.000;0.461
23/02/2016;ANTIOQUIA;RIOGRANDE2;35.342;128295000.000;0.258;84.152;305480200.000;0.453
23/02/2016;ANTIOQUIA;SAN LORENZO;94.100;248743900.000;0.560;115.620;305629900.000;0.610
23/02/2016;ANTIOQUIA;TRONERAS;7.539;23851100.000;0.378;16.519;52261200.000;0.571
23/02/2016;CARIBE;URRA1;705.130;87718200.000;0.572;1041.880;129609900.000;0.663
23/02/2016;CENTRO;AGREGADO BOGOTA;390.405;1797268500.000;0.450;390.405;1797268500.000;0.450
23/02/2016;CENTRO;BETANIA;514.200;89059400.000;0.680;958.270;165972400.000;0.799
23/02/2016;CENTRO;EL QUIMBO;965.550;454870600.000;0.409;1410.990;664717400.000;0.503
23/02/2016;CENTRO;MUNA;3.323;15297800.000;0.273;3.693;17001100.000;0.294
23/02/2016;CENTRO;PRADO;44.110;6021000.000;0.105;374.130;51068700.000;0.498
23/02/2016;CENTRO;TOPOCORO;822.460;298059500.000;0.302;1400.990;507718800.000;0.424
23/02/2016;ORIENTE;CHUZA;123.550;568774800.000;0.561;134.060;617158600.000;0.581
23/02/2016;ORIENTE;ESMERALDA;217.860;424369500.000;0.371;241.160;469755600.000;0.395
23/02/2016;ORIENTE;GUAVIO;297.936;806363800.000;0.384;316.606;856894100.000;0.399
23/02/2016;VALLE;ALTOANCHICAYA;10.060;12401000.000;0.366;16.920;20857300.000;0.493
23/02/2016;VALLE;CALIMA1;60.310;31349100.000;0.145;159.280;82793700.000;0.308
23/02/2016;VALLE;SALVAJINA;234.100;64564800.000;0.336;326.370;90012800.000;0.414
24/02/2016;ANTIOQUIA;AMANI;184.660;103058700.000;0.418;234.580;130919100.000;0.477
24/02/2016;ANTIOQUIA;MIRAFLORES;43.355;137162200.000;0.449;48.995;155005500.000;0.479
24/02/2016;ANTIOQUIA;PENOL;566.962;2315246000.000;0.565;635.432;2594850100.000;0.593
24/02/2016;ANTIOQUIA;PLAYAS;34.324;67027900.000;0.697;54.844;107099400.000;0.786
24/02/2016;ANTIOQUIA;PORCE II;39.832;58688500.000;0.418;87.282;128601300.000;0.612
24/02/2016;ANTIOQUIA;PORCE III;39.481;33712800.000;0.312;68.791;58740600.000;0.441
24/02/2016;ANTIOQUIA;PUNCHINA;21.290;32345900.000;0.440;29.490;44804200.000;0.521
24/02/2016;ANTIOQUIA;RIOGRANDE2;33.644;122131100.000;0.245;82.454;299316300.000;0.444
24/02/2016;ANTIOQUIA;SAN LORENZO;91.460;241765400.000;0.544;112.980;298651300.000;0.596
24/02/2016;ANTIOQUIA;TRONERAS;6.750;21355000.000;0.339;15.730;49765000.000;0.544
24/02/2016;CARIBE;URRA1;694.160;86353500.000;0.563;1030.910;128245200.000;0.656
24/02/2016;CENTRO;AGREGADO BOGOTA;389.046;1791012200.000;0.449;389.046;1791012200.000;0.449
24/02/2016;CENTRO;BETANIA;496.880;86059600.000;0.657;940.950;162972500.000;0.784
24/02/2016;CENTRO;EL QUIMBO;961.830;453118100.000;0.408;1407.270;662964900.000;0.502
24/02/2016;CENTRO;MUNA;3.619;16660400.000;0.297;3.989;18363800.000;0.318
24/02/2016;CENTRO;PRADO;43.260;5905000.000;0.103;373.280;50952700.000;0.497
24/02/2016;CENTRO;TOPOCORO;800.900;290246200.000;0.294;1379.430;499905400.000;0.418
24/02/2016;ORIENTE;CHUZA;123.595;568981900.000;0.561;134.105;617365800.000;0.581
