Fecha;Código Agente;Precio de Oferta Ideal $/kWh;Precio de Oferta de Despacho $/kWh;Precio de Oferta Declarado $/kWh;Recurso
12/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
12/02/2024;EMUG;740.1761599;740;740;URRA
12/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
12/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
12/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
12/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
13/02/2024;EPSG;593.1761599;593;593;ALTO ANCHICAYA
13/02/2024;ISGG;248.1761599;248;248;AMOYA LA ESPERANZA
13/02/2024;TBSG;1014.77216;1014.596;1014.596;BARRANQUILLA 3
13/02/2024;TBSG;1029.99116;1029.815;1029.815;BARRANQUILLA 4
13/02/2024;ENDG;552.1761599;552;552;BETANIA
13/02/2024;EPSG;550.1761599;550;550;CALIMA
13/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
13/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
13/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
13/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
13/02/2024;CHVG;89.96615988;89.79002;89.79;CHIVOR
13/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
13/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
13/02/2024;ENDG;551.1761599;551;551;EL QUIMBO
13/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
13/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
13/02/2024;TMFG;536.0094936;440;440;FLORES 4 CC
13/02/2024;TMFG;900.1761599;900;900;FLORES I CC
13/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
13/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
13/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
13/02/2024;GECG;645.7601599;645.584;645.584;GUAJIRA 2
13/02/2024;EPMG;89.96615988;89.79006;89.79;GUATAPE
13/02/2024;EPMG;710.1761599;710;710;GUATRON
13/02/2024;ENDG;610.1761599;610;610;GUAVIO
13/02/2024;EPMG;89.96615988;89.79007;89.79;ITUANGO
13/02/2024;ISGG;671.1761599;671;671;JAGUAS
13/02/2024;EPMG;89.96615988;89.79001;89.79;LA TASAJERA
13/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
13/02/2024;ISGG;89.96615988;89.79;89.79;MIEL I
13/02/2024;ENDG;612.1761599;612;612;PAGUA
13/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
13/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
13/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
13/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
13/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
13/02/2024;EPMG;89.96615988;89.79005;89.79;PORCE II
13/02/2024;EPMG;89.96615988;89.79003;89.79;PORCE III
13/02/2024;EPSG;529.1761599;529;529;PRADO
13/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
13/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
13/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
13/02/2024;EPSG;999.1761599;999;999;SALVAJINA
13/02/2024;ISGG;711.1761599;711;711;SAN CARLOS
13/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
13/02/2024;ISGG;89.96615988;89.79008;89.79;SAN MIGUEL
13/02/2024;ISGG;89.96615988;89.79004;89.79;SOGAMOSO
13/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
13/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
13/02/2024;TBSG;609.2891599;601.425;601.425;TEBSAB CC
13/02/2024;TCIG;501.4711599;501.295;501.295;TERMOCANDELARIA CC
13/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
13/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
13/02/2024;TEMG;1959.17117;1958.995;1958.995;TERMOEMCALI CC
13/02/2024;TMNG;960.1761599;960;960;TERMONORTE
13/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
13/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
13/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
13/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL 2
13/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G3
13/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G4
13/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
13/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
13/02/2024;EMUG;740.1761599;740;740;URRA
13/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
13/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
13/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
13/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
14/02/2024;EPSG;599.1761599;599;599;ALTO ANCHICAYA
14/02/2024;ISGG;227.6761599;227.5;227.5;AMOYA LA ESPERANZA
14/02/2024;TBSG;1030.16716;1029.991;1029.991;BARRANQUILLA 3
14/02/2024;TBSG;1014.94616;1014.77;1014.77;BARRANQUILLA 4
14/02/2024;ENDG;596.1761599;596;596;BETANIA
14/02/2024;EPSG;550.1761599;550;550;CALIMA
14/02/2024;HDPG;81.17615988;81.00001;81;CARLOS LLERAS
14/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
14/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
14/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
14/02/2024;CHVG;615.6321599;615.456;615.456;CHIVOR
14/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
14/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
14/02/2024;ENDG;595.1761599;595;595;EL QUIMBO
14/02/2024;HDPG;81.17615988;81;81;ESCUELA DE MINAS
14/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
14/02/2024;TMFG;440.1761599;440;440;FLORES 4 CC
14/02/2024;TMFG;480.1761599;480;480;FLORES I CC
14/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
14/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
14/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
14/02/2024;GECG;497.9421599;497.766;497.766;GUAJIRA 2
14/02/2024;EPMG;89.96615988;89.79001;89.79;GUATAPE
14/02/2024;EPMG;92.81815988;92.642;92.642;GUATRON
14/02/2024;ENDG;533.1761599;533;533;GUAVIO
14/02/2024;EPMG;89.96615988;89.79002;89.79;ITUANGO
14/02/2024;ISGG;671.1761599;671;671;JAGUAS
14/02/2024;EPMG;89.96615988;89.79;89.79;LA TASAJERA
14/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
14/02/2024;ISGG;711.1761599;711;711;MIEL I
14/02/2024;ENDG;450.1761599;450;450;PAGUA
14/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
14/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
14/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
14/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
14/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
14/02/2024;EPMG;89.96615988;89.79004;89.79;PORCE II
14/02/2024;EPMG;750.1761599;750;750;PORCE III
14/02/2024;EPSG;565.1761599;565;565;PRADO
14/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
14/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
14/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
14/02/2024;EPSG;999.1761599;999;999;SALVAJINA
14/02/2024;ISGG;89.96615988;89.79005;89.79;SAN CARLOS
14/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
14/02/2024;ISGG;89.96615988;89.79003;89.79;SAN MIGUEL
14/02/2024;ISGG;716.1761599;716;716;SOGAMOSO
14/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
14/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
14/02/2024;TBSG;641.2991599;601.599;601.599;TEBSAB CC
14/02/2024;TCIG;502.1561599;501.98;501.98;TERMOCANDELARIA CC
14/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
14/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
14/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
14/02/2024;TMNG;960.1761599;960;960;TERMONORTE
14/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
14/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
14/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
14/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL 2
14/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G3
14/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G4
14/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
14/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
14/02/2024;EMUG;740.1761599;740;740;URRA
14/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
14/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
14/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
14/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
15/02/2024;EPSG;615.1761599;615;615;ALTO ANCHICAYA
15/02/2024;ISGG;266.6761599;266.5;266.5;AMOYA LA ESPERANZA
15/02/2024;TBSG;1029.13216;1028.956;1028.956;BARRANQUILLA 3
15/02/2024;TBSG;1013.92616;1013.75;1013.75;BARRANQUILLA 4
15/02/2024;ENDG;650.1761599;650;650;BETANIA
15/02/2024;EPSG;550.1761599;550;550;CALIMA
15/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
15/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
15/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
15/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
15/02/2024;CHVG;89.96615988;89.79;89.79;CHIVOR
15/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
15/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
15/02/2024;ENDG;555.1761599;555;555;EL QUIMBO
15/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
15/02/2024;EPMG;92.81615988;92.64;92.64;ESMERALDA
15/02/2024;TMFG;440.1761599;440;440;FLORES 4 CC
15/02/2024;TMFG;480.1761599;480;480;FLORES I CC
15/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
15/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
15/02/2024;GECG;471.6351599;471.459;471.459;GUAJIRA 1
15/02/2024;GECG;497.3021599;497.126;497.126;GUAJIRA 2
15/02/2024;EPMG;89.96615988;89.79002;89.79;GUATAPE
15/02/2024;EPMG;92.81815988;92.642;92.642;GUATRON
15/02/2024;ENDG;550.1761599;550.00001;550;GUAVIO
15/02/2024;EPMG;89.96615988;89.79003;89.79;ITUANGO
15/02/2024;ISGG;600.1761599;600;600;JAGUAS
15/02/2024;EPMG;89.96615988;89.79005;89.79;LA TASAJERA
15/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
15/02/2024;ISGG;711.1761599;711;711;MIEL I
15/02/2024;ENDG;590.1761599;590;590;PAGUA
15/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
15/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
15/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
15/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
15/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
15/02/2024;EPMG;750.1761599;750;750;PORCE II
15/02/2024;EPMG;89.96615988;89.79004;89.79;PORCE III
15/02/2024;EPSG;565.1761599;565;565;PRADO
15/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
15/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
15/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
15/02/2024;EPSG;999.1761599;999;999;SALVAJINA
15/02/2024;ISGG;740.1761599;740.00001;740;SAN CARLOS
15/02/2024;EPMG;92.81615988;92.64001;92.64;SAN FRANCISCO
15/02/2024;ISGG;89.96615988;89.79001;89.79;SAN MIGUEL
15/02/2024;ISGG;89.96615988;89.79006;89.79;SOGAMOSO
15/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
15/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
15/02/2024;TBSG;562.2467432;557.941;557.941;TEBSAB CC
15/02/2024;TCIG;502.0461599;501.87;501.87;TERMOCANDELARIA CC
15/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
15/02/2024;EPMG;2730.60316;2730.427;2730.427;TERMODORADA 1
15/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
15/02/2024;TMNG;960.1761599;960;960;TERMONORTE
15/02/2024;EPMG;1390.13816;1303.888;1303.888;TERMOSIERRA CC
15/02/2024;TMVG;837.6761603;500.00001;500;TERMOVALLE CC
15/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
15/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL 2
15/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G3
15/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G4
15/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
15/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
15/02/2024;EMUG;740.1761599;740;740;URRA
15/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
15/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
15/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
15/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
16/02/2024;EPSG;630.1761599;630;630;ALTO ANCHICAYA
16/02/2024;ISGG;251.1111599;250.935;250.935;AMOYA LA ESPERANZA
16/02/2024;TBSG;1030.45316;1030.277;1030.277;BARRANQUILLA 3
16/02/2024;TBSG;1015.22816;1015.052;1015.052;BARRANQUILLA 4
16/02/2024;ENDG;600.1761599;600.00001;600;BETANIA
16/02/2024;EPSG;550.1761599;550;550;CALIMA
16/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
16/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
16/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
16/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
16/02/2024;CHVG;89.96615988;89.79;89.79;CHIVOR
16/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
16/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
16/02/2024;ENDG;555.1761599;555;555;EL QUIMBO
16/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
16/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
16/02/2024;TMFG;440.1761599;440;440;FLORES 4 CC
16/02/2024;TMFG;470.1761599;470;470;FLORES I CC
16/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
16/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
16/02/2024;GECG;471.6351599;471.459;471.459;GUAJIRA 1
16/02/2024;GECG;497.3021599;497.126;497.126;GUAJIRA 2
16/02/2024;EPMG;89.96615988;89.79001;89.79;GUATAPE
16/02/2024;EPMG;92.81815988;92.642;92.642;GUATRON
16/02/2024;ENDG;530.1761599;530;530;GUAVIO
16/02/2024;EPMG;89.96615988;89.79005;89.79;ITUANGO
16/02/2024;ISGG;600.1761599;600;600;JAGUAS
16/02/2024;EPMG;740.1761599;740.00001;740;LA TASAJERA
16/02/2024;EPSG;468.6401599;468.464;468.464;MERILECTRICA 1
16/02/2024;ISGG;549.1761599;549;549;MIEL I
16/02/2024;ENDG;535.1761599;535;535;PAGUA
16/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
16/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
16/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
16/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
16/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
16/02/2024;EPMG;750.1761599;750;750;PORCE II
16/02/2024;EPMG;89.96615988;89.79003;89.79;PORCE III
16/02/2024;EPSG;565.1761599;565;565;PRADO
16/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 1
16/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 2
16/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
16/02/2024;EPSG;999.1761599;999;999;SALVAJINA
16/02/2024;ISGG;89.96615988;89.79004;89.79;SAN CARLOS
16/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
16/02/2024;ISGG;89.96615988;89.79002;89.79;SAN MIGUEL
16/02/2024;ISGG;740.1761599;740;740;SOGAMOSO
16/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
16/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
16/02/2024;TBSG;540.4661599;540.29;540.29;TEBSAB CC
16/02/2024;TCIG;501.7281599;501.552;501.552;TERMOCANDELARIA CC
16/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
16/02/2024;EPMG;2730.60316;2730.427;2730.427;TERMODORADA 1
16/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
16/02/2024;TMNG;960.1761599;960;960;TERMONORTE
16/02/2024;EPMG;1390.13816;1303.888;1303.888;TERMOSIERRA CC
16/02/2024;TMVG;762.6761607;500.00001;500;TERMOVALLE CC
16/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
16/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL 2
16/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G3
16/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G4
16/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
16/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
16/02/2024;EMUG;740.1761599;740.00002;740;URRA
16/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
16/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
16/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
16/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
17/02/2024;EPSG;599.1761599;599;599;ALTO ANCHICAYA
17/02/2024;ISGG;231.0821599;230.906;230.906;AMOYA LA ESPERANZA
17/02/2024;TBSG;1024.00516;1023.829;1023.829;BARRANQUILLA 3
17/02/2024;TBSG;1008.87516;1008.699;1008.699;BARRANQUILLA 4
17/02/2024;ENDG;600.1761599;600.00001;600;BETANIA
17/02/2024;EPSG;550.1761599;550;550;CALIMA
17/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
17/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
17/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
17/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
17/02/2024;CHVG;600.2901599;600.114;600.114;CHIVOR
17/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
17/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
17/02/2024;ENDG;550.1761599;550.00001;550;EL QUIMBO
17/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
17/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
17/02/2024;TMFG;430.1761599;430;430;FLORES 4 CC
17/02/2024;TMFG;460.1761599;460;460;FLORES I CC
17/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
17/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
17/02/2024;GECG;471.6351599;471.459;471.459;GUAJIRA 1
17/02/2024;GECG;497.3021599;497.126;497.126;GUAJIRA 2
17/02/2024;EPMG;89.96615988;89.79005;89.79;GUATAPE
17/02/2024;EPMG;760.1761599;760;760;GUATRON
17/02/2024;ENDG;555.1761599;555;555;GUAVIO
17/02/2024;EPMG;89.96615988;89.79003;89.79;ITUANGO
17/02/2024;ISGG;600.1761599;600;600;JAGUAS
17/02/2024;EPMG;89.96615988;89.79002;89.79;LA TASAJERA
17/02/2024;EPSG;471.3371599;471.161;471.161;MERILECTRICA 1
17/02/2024;ISGG;590.1761599;590;590;MIEL I
17/02/2024;ENDG;508.1761599;508;508;PAGUA
17/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
17/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
17/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
17/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
17/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
17/02/2024;EPMG;750.1761599;750;750;PORCE II
17/02/2024;EPMG;89.96615988;89.79004;89.79;PORCE III
17/02/2024;EPSG;565.1761599;565;565;PRADO
17/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 1
17/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 2
17/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
17/02/2024;EPSG;999.1761599;999;999;SALVAJINA
17/02/2024;ISGG;89.96615988;89.79001;89.79;SAN CARLOS
17/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
17/02/2024;ISGG;89.96615988;89.79;89.79;SAN MIGUEL
17/02/2024;ISGG;740.1761599;740.00001;740;SOGAMOSO
17/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
17/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
17/02/2024;TBSG;819.4751182;596.553;596.553;TEBSAB CC
17/02/2024;TCIG;501.6041599;501.428;501.428;TERMOCANDELARIA CC
17/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
17/02/2024;EPMG;2730.60316;2730.427;2730.427;TERMODORADA 1
17/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
17/02/2024;TMNG;960.1761599;960;960;TERMONORTE
17/02/2024;EPMG;1390.13816;1303.888;1303.888;TERMOSIERRA CC
17/02/2024;TMVG;1350.17616;800;800;TERMOVALLE CC
17/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
17/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL 2
17/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G3
17/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G4
17/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
17/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
17/02/2024;EMUG;740.1761599;740;740;URRA
17/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
17/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
17/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
17/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
18/02/2024;EPSG;589.1761599;589;589;ALTO ANCHICAYA
18/02/2024;ISGG;250.9521599;250.776;250.776;AMOYA LA ESPERANZA
18/02/2024;TBSG;1022.10716;1021.931;1021.931;BARRANQUILLA 3
18/02/2024;TBSG;1007.00516;1006.829;1006.829;BARRANQUILLA 4
18/02/2024;ENDG;585.1761599;585;585;BETANIA
18/02/2024;EPSG;550.1761599;550;550;CALIMA
18/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
18/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
18/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
18/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
18/02/2024;CHVG;610.2901599;610.114;610.114;CHIVOR
18/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
18/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
18/02/2024;ENDG;550.1761599;550.00001;550;EL QUIMBO
18/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
18/02/2024;EPMG;92.81615988;92.64;92.64;ESMERALDA
18/02/2024;TMFG;430.1761599;430;430;FLORES 4 CC
18/02/2024;TMFG;460.1761599;460;460;FLORES I CC
18/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
18/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
18/02/2024;GECG;471.6351599;471.459;471.459;GUAJIRA 1
18/02/2024;GECG;497.3021599;497.126;497.126;GUAJIRA 2
18/02/2024;EPMG;89.96615988;89.79003;89.79;GUATAPE
18/02/2024;EPMG;760.1761599;760;760;GUATRON
18/02/2024;ENDG;535.1761599;535;535;GUAVIO
18/02/2024;EPMG;89.96615988;89.79005;89.79;ITUANGO
18/02/2024;ISGG;89.96615988;89.79002;89.79;JAGUAS
18/02/2024;EPMG;740.1761599;740.00001;740;LA TASAJERA
18/02/2024;EPSG;448.8321599;448.656;448.656;MERILECTRICA 1
18/02/2024;ISGG;89.96615988;89.79;89.79;MIEL I
18/02/2024;ENDG;545.1761599;545;545;PAGUA
18/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
18/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
18/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
18/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
18/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
18/02/2024;EPMG;89.96615988;89.79006;89.79;PORCE II
18/02/2024;EPMG;750.1761599;750;750;PORCE III
18/02/2024;EPSG;565.1761599;565;565;PRADO
18/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 1
18/02/2024;PRIG;450.1441599;449.968;449.968;PROELECTRICA 2
18/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
18/02/2024;EPSG;999.1761599;999;999;SALVAJINA
18/02/2024;ISGG;651.1761599;651;651;SAN CARLOS
18/02/2024;EPMG;92.81615988;92.64001;92.64;SAN FRANCISCO
18/02/2024;ISGG;89.96615988;89.79004;89.79;SAN MIGUEL
18/02/2024;ISGG;89.96615988;89.79001;89.79;SOGAMOSO
18/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
18/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
18/02/2024;TBSG;613.8007015;595.402;595.402;TEBSAB CC
18/02/2024;TCIG;501.6041599;501.428;501.428;TERMOCANDELARIA CC
18/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
18/02/2024;EPMG;2730.60316;2730.427;2730.427;TERMODORADA 1
18/02/2024;TEMG;1959.17117;1958.995;1958.995;TERMOEMCALI CC
18/02/2024;TMNG;960.1761599;960;960;TERMONORTE
18/02/2024;EPMG;1390.13816;1303.888;1303.888;TERMOSIERRA CC
18/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
18/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
18/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL 2
18/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G3
18/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G4
