Fecha;Código Agente;Precio de Oferta Ideal $/kWh;Precio de Oferta de Despacho $/kWh;Precio de Oferta Declarado $/kWh;Recurso
6/02/2024;ENDG;411.1761599;411;411;ZIPAEMG 2
6/02/2024;ENDG;370.1761599;370;370;ZIPAEMG 3
6/02/2024;ENDG;390.1761599;390;390;ZIPAEMG 4
6/02/2024;ENDG;360.1761599;360;360;ZIPAEMG 5
7/02/2024;EPSG;533.1761599;533;533;ALTO ANCHICAYA
7/02/2024;ISGG;185.1761599;185;185;AMOYA LA ESPERANZA
7/02/2024;TBSG;1018.86016;1018.684;1018.684;BARRANQUILLA 3
7/02/2024;TBSG;1034.14016;1033.964;1033.964;BARRANQUILLA 4
7/02/2024;ENDG;552.1761599;552;552;BETANIA
7/02/2024;EPSG;600.1761599;600;600;CALIMA
7/02/2024;HDPG;81.17615988;81.00001;81;CARLOS LLERAS
7/02/2024;NTCG;1303.49316;1303.317;1303.317;CARTAGENA 1
7/02/2024;NTCG;1373.94816;1373.772;1373.772;CARTAGENA 2
7/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
7/02/2024;CHVG;89.96615988;89.79;89.79;CHIVOR
7/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
7/02/2024;ENDG;91.37615988;91.20001;91.2;DARIO VALENCIA SAMPER
7/02/2024;ENDG;551.1761599;551;551;EL QUIMBO
7/02/2024;HDPG;81.17615988;81;81;ESCUELA DE MINAS
7/02/2024;EPMG;92.81615988;92.64002;92.64;ESMERALDA
7/02/2024;TMFG;455.1761599;455;455;FLORES 4 CC
7/02/2024;TMFG;494.1761599;494;494;FLORES I CC
7/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
7/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
7/02/2024;GECG;472.5791599;472.403;472.403;GUAJIRA 1
7/02/2024;GECG;504.9081599;504.732;504.732;GUAJIRA 2
7/02/2024;EPMG;89.96615988;89.79005;89.79;GUATAPE
7/02/2024;EPMG;92.81715988;92.641;92.641;GUATRON
7/02/2024;ENDG;580.1761599;580;580;GUAVIO
7/02/2024;EPMG;92.81615988;92.64001;92.64;ITUANGO
7/02/2024;ISGG;89.96615988;89.79001;89.79;JAGUAS
7/02/2024;EPMG;710.1761599;710;710;LA TASAJERA
7/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
7/02/2024;ISGG;565.1821599;565.006;565.006;MIEL I
7/02/2024;ENDG;91.37615988;91.2;91.2;PAGUA
7/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
7/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
7/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
7/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
7/02/2024;EPMG;92.81615988;92.64;92.64;PLAYAS
7/02/2024;EPMG;89.96615988;89.79004;89.79;PORCE II
7/02/2024;EPMG;720.1761599;720;720;PORCE III
7/02/2024;EPSG;599.1761599;599;599;PRADO
7/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
7/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
7/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
7/02/2024;EPSG;999.1761599;999;999;SALVAJINA
7/02/2024;ISGG;605.1761599;605;605;SAN CARLOS
7/02/2024;EPMG;92.81615988;92.64003;92.64;SAN FRANCISCO
7/02/2024;ISGG;89.96615988;89.79003;89.79;SAN MIGUEL
7/02/2024;ISGG;89.96615988;89.79002;89.79;SOGAMOSO
7/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
7/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
7/02/2024;TBSG;609.8001599;601.845;601.845;TEBSAB CC
7/02/2024;TCIG;401.0661599;400.89;400.89;TERMOCANDELARIA CC
7/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
7/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
7/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
7/02/2024;TMNG;960.1761599;960;960;TERMONORTE
7/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
7/02/2024;TMVG;812.1761599;518;518;TERMOVALLE CC
7/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
7/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL 2
7/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G3
7/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G4
7/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
7/02/2024;EPSG;228.0491599;227.873;227.873;TESORITO
7/02/2024;EMUG;740.1761599;740;740;URRA
7/02/2024;ENDG;411.1761599;411;411;ZIPAEMG 2
7/02/2024;ENDG;370.1761599;370;370;ZIPAEMG 3
7/02/2024;ENDG;390.1761599;390;390;ZIPAEMG 4
7/02/2024;ENDG;360.1761599;360;360;ZIPAEMG 5
8/02/2024;EPSG;555.1761599;555;555;ALTO ANCHICAYA
8/02/2024;ISGG;220.1761599;220;220;AMOYA LA ESPERANZA
8/02/2024;TBSG;1088.93816;1088.762;1088.762;BARRANQUILLA 3
8/02/2024;TBSG;1105.27016;1105.094;1105.094;BARRANQUILLA 4
8/02/2024;ENDG;506.1761599;506;506;BETANIA
8/02/2024;EPSG;550.1761599;550;550;CALIMA
8/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
8/02/2024;NTCG;1303.49316;1303.317;1303.317;CARTAGENA 1
8/02/2024;NTCG;1373.94816;1373.772;1373.772;CARTAGENA 2
8/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
8/02/2024;CHVG;89.96615988;89.79003;89.79;CHIVOR
8/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
8/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
8/02/2024;ENDG;505.1761599;505;505;EL QUIMBO
8/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
8/02/2024;EPMG;92.81615988;92.64002;92.64;ESMERALDA
8/02/2024;TMFG;455.1761599;455;455;FLORES 4 CC
8/02/2024;TMFG;494.1761599;494;494;FLORES I CC
8/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
8/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
8/02/2024;GECG;472.5791599;472.403;472.403;GUAJIRA 1
8/02/2024;GECG;504.6001599;504.424;504.424;GUAJIRA 2
8/02/2024;EPMG;89.96615988;89.79006;89.79;GUATAPE
8/02/2024;EPMG;92.81715988;92.641;92.641;GUATRON
8/02/2024;ENDG;585.1761599;585;585;GUAVIO
8/02/2024;EPMG;92.81615988;92.64001;92.64;ITUANGO
8/02/2024;ISGG;89.96615988;89.79002;89.79;JAGUAS
8/02/2024;EPMG;710.1761599;710;710;LA TASAJERA
8/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
8/02/2024;ISGG;565.1821599;565.006;565.006;MIEL I
8/02/2024;ENDG;91.37315988;91.197;91.197;PAGUA
8/02/2024;HIMG;400.9161599;400.9161599;394.06;PAIPA 1
8/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
8/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
8/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
8/02/2024;EPMG;92.81615988;92.64;92.64;PLAYAS
8/02/2024;EPMG;89.96615988;89.79001;89.79;PORCE II
8/02/2024;EPMG;720.1761599;720;720;PORCE III
8/02/2024;EPSG;549.1761599;549;549;PRADO
8/02/2024;PRIG;499.7901599;499.614;499.614;PROELECTRICA 1
8/02/2024;PRIG;499.7901599;499.614;499.614;PROELECTRICA 2
8/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
8/02/2024;EPSG;999.1761599;999;999;SALVAJINA
8/02/2024;ISGG;89.96615988;89.79005;89.79;SAN CARLOS
8/02/2024;EPMG;92.81615988;92.64003;92.64;SAN FRANCISCO
8/02/2024;ISGG;89.96615988;89.79004;89.79;SAN MIGUEL
8/02/2024;ISGG;89.96615988;89.79;89.79;SOGAMOSO
8/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
8/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
8/02/2024;TBSG;647.7361599;639.161;639.161;TEBSAB CC
8/02/2024;TCIG;455.3698265;400.74;400.74;TERMOCANDELARIA CC
8/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
8/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
8/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
8/02/2024;TMNG;960.1761599;960;960;TERMONORTE
8/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
8/02/2024;TMVG;1326.67616;518;518;TERMOVALLE CC
8/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
8/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL 2
8/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G3
8/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G4
8/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
8/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
8/02/2024;EMUG;740.1761599;740;740;URRA
8/02/2024;ENDG;411.1761599;411;411;ZIPAEMG 2
8/02/2024;ENDG;370.1761599;370;370;ZIPAEMG 3
8/02/2024;ENDG;390.1761599;390;390;ZIPAEMG 4
8/02/2024;ENDG;360.1761599;360;360;ZIPAEMG 5
9/02/2024;EPSG;503.1761599;503;503;ALTO ANCHICAYA
9/02/2024;ISGG;112.6761599;112.5;112.5;AMOYA LA ESPERANZA
9/02/2024;TBSG;1083.90216;1083.726;1083.726;BARRANQUILLA 3
9/02/2024;TBSG;1100.15816;1099.982;1099.982;BARRANQUILLA 4
9/02/2024;ENDG;416.1761599;416;416;BETANIA
9/02/2024;EPSG;540.1761599;540;540;CALIMA
9/02/2024;HDPG;81.17615988;81.00001;81;CARLOS LLERAS
9/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
9/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
9/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
9/02/2024;CHVG;505.5001599;505.324;505.324;CHIVOR
9/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
9/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
9/02/2024;ENDG;415.1761599;415;415;EL QUIMBO
9/02/2024;HDPG;81.17615988;81;81;ESCUELA DE MINAS
9/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
9/02/2024;TMFG;700.1761599;575;575;FLORES 4 CC
9/02/2024;TMFG;800.1761699;800.00001;800;FLORES I CC
9/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
9/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
9/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
9/02/2024;GECG;645.7601599;645.584;645.584;GUAJIRA 2
9/02/2024;EPMG;89.96615988;89.79;89.79;GUATAPE
9/02/2024;EPMG;710.1761599;710;710;GUATRON
9/02/2024;ENDG;530.1761599;530;530;GUAVIO
9/02/2024;EPMG;89.96615988;89.79001;89.79;ITUANGO
9/02/2024;ISGG;89.96615988;89.79005;89.79;JAGUAS
9/02/2024;EPMG;89.96615988;89.79003;89.79;LA TASAJERA
9/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
9/02/2024;ISGG;89.96615988;89.79004;89.79;MIEL I
9/02/2024;ENDG;91.37315988;91.197;91.197;PAGUA
9/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
9/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
9/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
9/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
9/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
9/02/2024;EPMG;720.1761599;720;720;PORCE II
9/02/2024;EPMG;92.81715988;92.64101;92.641;PORCE III
9/02/2024;EPSG;530.1761599;530.00001;530;PRADO
9/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
9/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
9/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
9/02/2024;EPSG;999.1761599;999;999;SALVAJINA
9/02/2024;ISGG;504.1431599;503.967;503.967;SAN CARLOS
9/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
9/02/2024;ISGG;89.96615988;89.79002;89.79;SAN MIGUEL
9/02/2024;ISGG;89.96615988;89.79006;89.79;SOGAMOSO
9/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
9/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
9/02/2024;TBSG;645.4271599;636.903;636.903;TEBSAB CC
9/02/2024;TCIG;688.8688265;673.06;673.06;TERMOCANDELARIA CC
9/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
9/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
9/02/2024;TEMG;1959.17116;1958.995;1958.995;TERMOEMCALI CC
9/02/2024;TMNG;960.1761599;960;960;TERMONORTE
9/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
9/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
9/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
9/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL 2
9/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G3
9/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G4
9/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
9/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
9/02/2024;EMUG;740.1761599;740;740;URRA
9/02/2024;ENDG;411.1761599;411;411;ZIPAEMG 2
9/02/2024;ENDG;370.1761599;370;370;ZIPAEMG 3
9/02/2024;ENDG;390.1761599;390;390;ZIPAEMG 4
9/02/2024;ENDG;360.1761599;360;360;ZIPAEMG 5
10/02/2024;EPSG;700.1761599;700;700;ALTO ANCHICAYA
10/02/2024;ISGG;220.1761599;220;220;AMOYA LA ESPERANZA
10/02/2024;TBSG;1087.13716;1086.961;1086.961;BARRANQUILLA 3
10/02/2024;TBSG;1103.44116;1103.265;1103.265;BARRANQUILLA 4
10/02/2024;ENDG;476.1761599;476;476;BETANIA
10/02/2024;EPSG;550.1761599;550;550;CALIMA
10/02/2024;HDPG;81.17615988;81.00001;81;CARLOS LLERAS
10/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
10/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
10/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
10/02/2024;CHVG;510.6081599;510.432;510.432;CHIVOR
10/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
10/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
10/02/2024;ENDG;475.1761599;475;475;EL QUIMBO
10/02/2024;HDPG;81.17615988;81;81;ESCUELA DE MINAS
10/02/2024;EPMG;92.81615988;92.64;92.64;ESMERALDA
10/02/2024;TMFG;631.4261615;575;575;FLORES 4 CC
10/02/2024;TMFG;800.1761599;800;800;FLORES I CC
10/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
10/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
10/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
10/02/2024;GECG;645.7601599;645.584;645.584;GUAJIRA 2
10/02/2024;EPMG;89.96615988;89.79;89.79;GUATAPE
10/02/2024;EPMG;92.81715988;92.64101;92.641;GUATRON
10/02/2024;ENDG;535.1761599;535;535;GUAVIO
10/02/2024;EPMG;89.96615988;89.79002;89.79;ITUANGO
10/02/2024;ISGG;89.96615988;89.79005;89.79;JAGUAS
10/02/2024;EPMG;89.96615988;89.79003;89.79;LA TASAJERA
10/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
10/02/2024;ISGG;561.1761599;561;561;MIEL I
10/02/2024;ENDG;91.37315988;91.197;91.197;PAGUA
10/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
10/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
10/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
10/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
10/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
10/02/2024;EPMG;720.1761599;720;720;PORCE II
10/02/2024;EPMG;710.1761599;710;710;PORCE III
10/02/2024;EPSG;549.1761599;549;549;PRADO
10/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
10/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
10/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
10/02/2024;EPSG;999.1761599;999;999;SALVAJINA
10/02/2024;ISGG;504.1431599;503.967;503.967;SAN CARLOS
10/02/2024;EPMG;92.81615988;92.64001;92.64;SAN FRANCISCO
10/02/2024;ISGG;89.96615988;89.79001;89.79;SAN MIGUEL
10/02/2024;ISGG;89.96615988;89.79004;89.79;SOGAMOSO
10/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
10/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
10/02/2024;TBSG;646.8161599;638.279;638.279;TEBSAB CC
10/02/2024;TCIG;681.3837432;674.354;674.354;TERMOCANDELARIA CC
10/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
10/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
10/02/2024;TEMG;1959.17117;1958.995;1958.995;TERMOEMCALI CC
10/02/2024;TMNG;960.1761599;960;960;TERMONORTE
10/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
10/02/2024;TMVG;1400.17616;800.00001;800;TERMOVALLE CC
10/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
10/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL 2
10/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G3
10/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL G4
10/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
10/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
10/02/2024;EMUG;740.1761599;740;740;URRA
10/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
10/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
10/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
10/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
11/02/2024;EPSG;700.1761599;700;700;ALTO ANCHICAYA
11/02/2024;ISGG;220.1761599;220;220;AMOYA LA ESPERANZA
11/02/2024;TBSG;1085.13616;1084.96;1084.96;BARRANQUILLA 3
11/02/2024;TBSG;1101.41016;1101.234;1101.234;BARRANQUILLA 4
11/02/2024;ENDG;496.1761599;496;496;BETANIA
11/02/2024;EPSG;550.1761599;550;550;CALIMA
11/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
11/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
11/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
11/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
11/02/2024;CHVG;520.6081599;520.432;520.432;CHIVOR
11/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
11/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
11/02/2024;ENDG;495.1761599;495;495;EL QUIMBO
11/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
11/02/2024;EPMG;92.81615988;92.64001;92.64;ESMERALDA
11/02/2024;TMFG;575.1761599;575;575;FLORES 4 CC
11/02/2024;TMFG;900.1761599;900;900;FLORES I CC
11/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
11/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
11/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
11/02/2024;GECG;645.7601599;645.584;645.584;GUAJIRA 2
11/02/2024;EPMG;89.96615988;89.79002;89.79;GUATAPE
11/02/2024;EPMG;92.81715988;92.64101;92.641;GUATRON
11/02/2024;ENDG;545.1761599;545;545;GUAVIO
11/02/2024;EPMG;89.96615988;89.79003;89.79;ITUANGO
11/02/2024;ISGG;89.96615988;89.79;89.79;JAGUAS
11/02/2024;EPMG;705.1761599;705;705;LA TASAJERA
11/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
11/02/2024;ISGG;89.96615988;89.79004;89.79;MIEL I
11/02/2024;ENDG;91.37315988;91.197;91.197;PAGUA
11/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
11/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
11/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
11/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
11/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
11/02/2024;EPMG;720.1761599;720;720;PORCE II
11/02/2024;EPMG;710.1761599;710;710;PORCE III
11/02/2024;EPSG;529.1761599;529;529;PRADO
11/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
11/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
11/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
11/02/2024;EPSG;999.1761599;999;999;SALVAJINA
11/02/2024;ISGG;562.1761599;562;562;SAN CARLOS
11/02/2024;EPMG;92.81615988;92.64;92.64;SAN FRANCISCO
11/02/2024;ISGG;89.96615988;89.79001;89.79;SAN MIGUEL
11/02/2024;ISGG;89.96615988;89.79005;89.79;SOGAMOSO
11/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
11/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
11/02/2024;TBSG;645.3741599;636.856;636.856;TEBSAB CC
11/02/2024;TCIG;673.3501599;673.174;673.174;TERMOCANDELARIA CC
11/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
11/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
11/02/2024;TEMG;1959.17117;1958.995;1958.995;TERMOEMCALI CC
11/02/2024;TMNG;960.1761599;960;960;TERMONORTE
11/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
11/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
11/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
11/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL 2
11/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G3
11/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G4
11/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
11/02/2024;EPSG;231.2571599;231.081;231.081;TESORITO
11/02/2024;EMUG;740.1761599;740;740;URRA
11/02/2024;ENDG;400.1761599;400;400;ZIPAEMG 2
11/02/2024;ENDG;371.1761599;371;371;ZIPAEMG 3
11/02/2024;ENDG;386.1761599;386;386;ZIPAEMG 4
11/02/2024;ENDG;358.1761599;358;358;ZIPAEMG 5
12/02/2024;EPSG;600.1761599;600.00001;600;ALTO ANCHICAYA
12/02/2024;ISGG;255.6761599;255.5;255.5;AMOYA LA ESPERANZA
12/02/2024;TBSG;1011.03416;1010.858;1010.858;BARRANQUILLA 3
12/02/2024;TBSG;1026.19716;1026.021;1026.021;BARRANQUILLA 4
12/02/2024;ENDG;519.1761599;519;519;BETANIA
12/02/2024;EPSG;550.1761599;550;550;CALIMA
12/02/2024;HDPG;81.17615988;81;81;CARLOS LLERAS
12/02/2024;NTCG;1322.29216;1322.116;1322.116;CARTAGENA 1
12/02/2024;NTCG;1387.10016;1386.924;1386.924;CARTAGENA 2
12/02/2024;NTCG;1463.52816;1463.352;1463.352;CARTAGENA 3
12/02/2024;CHVG;567.6111599;567.435;567.435;CHIVOR
12/02/2024;EPSG;97.96615988;97.79;97.79;CUCUANA
12/02/2024;ENDG;91.37615988;91.2;91.2;DARIO VALENCIA SAMPER
12/02/2024;ENDG;518.1761599;518;518;EL QUIMBO
12/02/2024;HDPG;81.17615988;81.00001;81;ESCUELA DE MINAS
12/02/2024;EPMG;92.81615988;92.64;92.64;ESMERALDA
12/02/2024;TMFG;495.1761599;495;495;FLORES 4 CC
12/02/2024;TMFG;900.1761699;900.00001;900;FLORES I CC
12/02/2024;GECG;232.5641599;232.388;232.388;GECELCA 3
12/02/2024;GECG;226.9411599;226.765;226.765;GECELCA 32
12/02/2024;GECG;472.5691599;472.393;472.393;GUAJIRA 1
12/02/2024;GECG;645.7601599;645.584;645.584;GUAJIRA 2
12/02/2024;EPMG;89.96615988;89.79002;89.79;GUATAPE
12/02/2024;EPMG;710.1761599;710;710;GUATRON
12/02/2024;ENDG;600.1761599;600;600;GUAVIO
12/02/2024;EPMG;89.96615988;89.79003;89.79;ITUANGO
12/02/2024;ISGG;89.96615988;89.79006;89.79;JAGUAS
12/02/2024;EPMG;89.96615988;89.79;89.79;LA TASAJERA
12/02/2024;EPSG;968.5811599;968.405;968.405;MERILECTRICA 1
12/02/2024;ISGG;562.1761599;562;562;MIEL I
12/02/2024;ENDG;590.1761599;590;590;PAGUA
12/02/2024;HIMG;394.2361599;394.06;394.06;PAIPA 1
12/02/2024;HIMG;357.6631599;357.487;357.487;PAIPA 2
12/02/2024;HIMG;374.8141599;374.638;374.638;PAIPA 3
12/02/2024;SOCG;291.7461599;291.57;291.57;PAIPA 4
12/02/2024;EPMG;92.81715988;92.641;92.641;PLAYAS
12/02/2024;EPMG;705.1761599;705;705;PORCE II
12/02/2024;EPMG;89.96615988;89.79004;89.79;PORCE III
12/02/2024;EPSG;529.1761599;529;529;PRADO
12/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 1
12/02/2024;PRIG;524.7661599;524.59;524.59;PROELECTRICA 2
12/02/2024;ENDG;91.37715988;91.201;91.201;SALTO II
12/02/2024;EPSG;999.1761599;999;999;SALVAJINA
12/02/2024;ISGG;526.1761599;526;526;SAN CARLOS
12/02/2024;EPMG;92.81615988;92.64001;92.64;SAN FRANCISCO
12/02/2024;ISGG;89.96615988;89.79001;89.79;SAN MIGUEL
12/02/2024;ISGG;89.96615988;89.79005;89.79;SOGAMOSO
12/02/2024;TRMG;120.1561599;119.98;119.98;TASAJERO 1
12/02/2024;TERG;120.4561599;120.28;120.28;TASAJERO 2
12/02/2024;TBSG;605.6331599;597.769;597.769;TEBSAB CC
12/02/2024;TCIG;501.6231599;501.447;501.447;TERMOCANDELARIA CC
12/02/2024;TCNG;1934.60816;1934.432;1934.432;TERMOCENTRO CC
12/02/2024;EPMG;2714.67716;2714.501;2714.501;TERMODORADA 1
12/02/2024;TEMG;1959.17117;1958.995;1958.995;TERMOEMCALI CC
12/02/2024;TMNG;960.1761599;960;960;TERMONORTE
12/02/2024;EPMG;1382.22316;1303.888;1303.888;TERMOSIERRA CC
12/02/2024;TMVG;1400.17616;800;800;TERMOVALLE CC
12/02/2024;TYPG;500.1761599;500;500;TERMOYOPAL 1
12/02/2024;TYPG;87.17615988;87.00001;87;TERMOYOPAL 2
12/02/2024;TYPG;87.17615988;87;87;TERMOYOPAL G3
12/02/2024;TYPG;87.17615988;87.00002;87;TERMOYOPAL G4
12/02/2024;TYPG;100.1761599;100;100;TERMOYOPAL G5
