FechaHora,Prediccion_MPO
2024-02-01 00:00:00,731.0869495727804
2024-02-01 01:00:00,719.9791392438317
2024-02-01 02:00:00,710.26286884278
2024-02-01 03:00:00,705.6084360610828
2024-02-01 04:00:00,717.7429488054157
2024-02-01 05:00:00,726.3054004476705
2024-02-01 06:00:00,712.8229109503263
2024-02-01 07:00:00,713.6386656708668
2024-02-01 08:00:00,709.4147602502729
2024-02-01 09:00:00,709.0223557162578
2024-02-01 10:00:00,722.3919281910516
2024-02-01 11:00:00,717.2747712524439
2024-02-01 12:00:00,704.9499148038108
2024-02-01 13:00:00,711.4486344159177
2024-02-01 14:00:00,725.4467510486157
2024-02-01 15:00:00,731.7339684028094
2024-02-01 16:00:00,716.0706089429297
2024-02-01 17:00:00,724.3172924414201
2024-02-01 18:00:00,718.6924164682908
2024-02-01 19:00:00,714.9790927258186
2024-02-01 20:00:00,720.2192865831239
2024-02-01 21:00:00,729.9805000123555
2024-02-01 22:00:00,724.4216162748115
2024-02-01 23:00:00,720.9984173349363
2024-02-02 00:00:00,718.7160528901824
2024-02-02 01:00:00,697.1185811442774
2024-02-02 02:00:00,699.7078333596124
2024-02-02 03:00:00,706.4631416137772
2024-02-02 04:00:00,695.9858809377073
2024-02-02 05:00:00,715.0264654502026
2024-02-02 06:00:00,706.8725004583574
2024-02-02 07:00:00,712.2709326167887
2024-02-02 08:00:00,727.5112743465307
2024-02-02 09:00:00,722.0555771453766
2024-02-02 10:00:00,723.5898543303035
2024-02-02 11:00:00,718.1087036164988
2024-02-02 12:00:00,721.199705753201
2024-02-02 13:00:00,727.7662818794196
2024-02-02 14:00:00,726.9518571702425
2024-02-02 15:00:00,718.0879996426894
2024-02-02 16:00:00,722.5241403601846
2024-02-02 17:00:00,718.2547914277473
2024-02-02 18:00:00,717.4246576343522
2024-02-02 19:00:00,719.8798883076299
2024-02-02 20:00:00,711.7311489474271
2024-02-02 21:00:00,725.0724970699337
2024-02-02 22:00:00,711.3882847881964
2024-02-02 23:00:00,713.9753754839203
2024-02-03 00:00:00,709.1928808657455
2024-02-03 01:00:00,689.3302887332887
2024-02-03 02:00:00,639.7558014420608
2024-02-03 03:00:00,628.554379396138
2024-02-03 04:00:00,632.124638951554
2024-02-03 05:00:00,629.8517872860095
2024-02-03 06:00:00,684.9873010885254
2024-02-03 07:00:00,685.3077594908772
2024-02-03 08:00:00,691.257348233982
2024-02-03 09:00:00,684.5245679219511
2024-02-03 10:00:00,711.5362597999334
2024-02-03 11:00:00,709.6067391012999
2024-02-03 12:00:00,705.565829762762
2024-02-03 13:00:00,701.632119857342
2024-02-03 14:00:00,705.1832639900914
2024-02-03 15:00:00,708.2737535039364
2024-02-03 16:00:00,698.2756875382587
2024-02-03 17:00:00,707.0245565902028
2024-02-03 18:00:00,725.865993438622
2024-02-03 19:00:00,719.6080006211463
2024-02-03 20:00:00,724.3245498974642
2024-02-03 21:00:00,711.2730837007487
2024-02-03 22:00:00,701.7284391607329
2024-02-03 23:00:00,696.738083124003
2024-02-04 00:00:00,670.1886920769716
2024-02-04 01:00:00,657.937059567141
2024-02-04 02:00:00,655.1602971563739
2024-02-04 03:00:00,665.7213143412354
2024-02-04 04:00:00,613.4056834262618
2024-02-04 05:00:00,614.0676168642377
2024-02-04 06:00:00,488.22901175501363
2024-02-04 07:00:00,451.66347661876154
2024-02-04 08:00:00,623.971181698726
2024-02-04 09:00:00,609.9665469030425
2024-02-04 10:00:00,482.1500162684073
2024-02-04 11:00:00,654.6966919095015
2024-02-04 12:00:00,653.4170710320276
2024-02-04 13:00:00,656.1517666287147
2024-02-04 14:00:00,661.002635685543
2024-02-04 15:00:00,663.4169472508636
2024-02-04 16:00:00,665.7474231226983
2024-02-04 17:00:00,664.100920938872
2024-02-04 18:00:00,699.8902999413878
2024-02-04 19:00:00,706.9811232907321
2024-02-04 20:00:00,694.4460696009195
2024-02-04 21:00:00,694.106362497533
2024-02-04 22:00:00,697.1377624161267
2024-02-04 23:00:00,658.6849209796962
2024-02-05 00:00:00,569.7435400301817
2024-02-05 01:00:00,563.3663044617326
2024-02-05 02:00:00,461.5595575247118
2024-02-05 03:00:00,441.0345735217407
2024-02-05 04:00:00,534.0896237757954
2024-02-05 05:00:00,638.3267907475816
2024-02-05 06:00:00,656.9165170810626
2024-02-05 07:00:00,660.1494295980652
2024-02-05 08:00:00,666.4948098877175
2024-02-05 09:00:00,652.0660643889073
2024-02-05 10:00:00,659.8562665088592
2024-02-05 11:00:00,665.9594131702781
2024-02-05 12:00:00,669.6361102583472
2024-02-05 13:00:00,655.144246224742
2024-02-05 14:00:00,699.9554779056158
2024-02-05 15:00:00,717.0428303360787
2024-02-05 16:00:00,714.8882263560241
2024-02-05 17:00:00,707.9109578972943
2024-02-05 18:00:00,714.1998731001677
2024-02-05 19:00:00,711.3394202893643
2024-02-05 20:00:00,702.2173897344044
2024-02-05 21:00:00,713.8885896444249
2024-02-05 22:00:00,657.3037497013551
2024-02-05 23:00:00,662.9247736970973
2024-02-06 00:00:00,96.78947794706536
2024-02-06 01:00:00,125.8464389655312
2024-02-06 02:00:00,301.6316478969922
2024-02-06 03:00:00,420.86023611910235
2024-02-06 04:00:00,570.842149987249
2024-02-06 05:00:00,597.6294746151272
2024-02-06 06:00:00,589.1224636957459
2024-02-06 07:00:00,649.2564160579485
2024-02-06 08:00:00,630.6481464757472
2024-02-06 09:00:00,639.2540763166531
2024-02-06 10:00:00,640.2448421087659
2024-02-06 11:00:00,639.7567523770206
2024-02-06 12:00:00,647.9206760363544
